release_date,movie,production_budget,worldwide_gross,title,studio,foreign_gross,year,_merge,domestic_gross,Movie_title
2009-12-18,Avatar,425000000.0,2776345279.0,,,2015837654.0,2009,left_only,760507625.0,Avatar
2011-05-20,Pirates of the Caribbean: On Stranger Tides,410600000.0,1045663875.0,Pirates of the Caribbean: On Stranger Tides,BV,804600000.0,2011.0,both,241063875.0,Pirates of the Caribbean: On Stranger Tides
2019-06-07,Dark Phoenix,350000000.0,149762350.0,,,107000000.0,2019,left_only,42762350.0,Dark Phoenix
2015-05-01,Avengers: Age of Ultron,330600000.0,1403013963.0,Avengers: Age of Ultron,BV,946400000.0,2015.0,both,459005868.0,Avengers: Age of Ultron
2017-12-15,Star Wars Ep. VIII: The Last Jedi,317000000.0,1316721747.0,,,696540365.0,2017,left_only,620181382.0,Star Wars Ep. VIII: The Last Jedi
2015-12-18,Star Wars Ep. VII: The Force Awakens,306000000.0,2053311220.0,,,1116648995.0,2015,left_only,936662225.0,Star Wars Ep. VII: The Force Awakens
2018-04-27,Avengers: Infinity War,300000000.0,2048134200.0,Avengers: Infinity War,BV,1369.5,2018.0,both,678815482.0,Avengers: Infinity War
2007-05-24,Pirates of the Caribbean: At Worldâs End,300000000.0,963420425.0,,,654000000.0,2007,left_only,309420425.0,Pirates of the Caribbean: At Worldâs End
2017-11-17,Justice League,300000000.0,655945209.0,Justice League,WB,428900000.0,2017.0,both,229024295.0,Justice League
2015-11-06,Spectre,300000000.0,879620923.0,Spectre,Sony,680600000.0,2015.0,both,200074175.0,Spectre
2012-07-20,The Dark Knight Rises,275000000.0,1084439099.0,The Dark Knight Rises,WB,636800000.0,2012.0,both,448139099.0,The Dark Knight Rises
2018-05-25,Solo: A Star Wars Story,275000000.0,393151347.0,Solo: A Star Wars Story,BV,179200000.0,2018.0,both,213767512.0,Solo: A Star Wars Story
2013-07-02,The Lone Ranger,275000000.0,260002115.0,The Lone Ranger,BV,171200000.0,2013.0,both,89302115.0,The Lone Ranger
2012-03-09,John Carter,275000000.0,282778100.0,John Carter,BV,211100000.0,2012.0,both,73058679.0,John Carter
2010-11-24,Tangled,260000000.0,586477240.0,Tangled,BV,391000000.0,2010.0,both,200821936.0,Tangled
2007-05-04,Spider-Man 3,258000000.0,894860230.0,,,558329927.0,2007,left_only,336530303.0,Spider-Man 3
2016-05-06,Captain America: Civil War,250000000.0,1140069413.0,Captain America: Civil War,BV,745200000.0,2016.0,both,408084349.0,Captain America: Civil War
2016-03-25,Batman v Superman: Dawn of Justice,250000000.0,867500281.0,Batman v Superman: Dawn of Justice,WB,543300000.0,2016.0,both,330360194.0,Batman v Superman: Dawn of Justice
2012-12-14,The Hobbit: An Unexpected Journey,250000000.0,1017003568.0,The Hobbit: An Unexpected Journey,WB (NL),718100000.0,2012.0,both,303003568.0,The Hobbit: An Unexpected Journey
2009-07-15,Harry Potter and the Half-Blood Prince,250000000.0,935213767.0,,,633124489.0,2009,left_only,302089278.0,Harry Potter and the Half-Blood Prince
2013-12-13,The Hobbit: The Desolation of Smaug,250000000.0,960366855.0,The Hobbit: The Desolation of Smaug,WB (NL),700000000.0,2013.0,both,258366855.0,The Hobbit: The Desolation of Smaug
2014-12-17,The Hobbit: The Battle of the Five Armies,250000000.0,945577621.0,The Hobbit: The Battle of the Five Armies,WB (NL),700900000.0,2014.0,both,255119788.0,The Hobbit: The Battle of the Five Armies
2017-04-14,The Fate of the Furious,250000000.0,1234846267.0,The Fate of the Furious,Uni.,1010.0,2017.0,both,225764765.0,The Fate of the Furious
2006-06-28,Superman Returns,232000000.0,374085065.0,,,173965065.0,2006,left_only,200120000.0,Superman Returns
2017-05-26,Pirates of the Caribbean: Dead Men Tell No Tales,230000000.0,788241137.0,Pirates of the Caribbean: Dead Men Tell No Tales,BV,622300000.0,2017.0,both,172558876.0,Pirates of the Caribbean: Dead Men Tell No Tales
2008-11-14,Quantum of Solace,230000000.0,591692078.0,,,422323651.0,2008,left_only,169368427.0,Quantum of Solace
2012-05-04,The Avengers,225000000.0,1517935897.0,,,894656350.0,2012,left_only,623279547.0,The Avengers
1998-08-14,The Avengers,60000000.0,48585416.0,,,25200000.0,1998,left_only,23385416.0,The Avengers
2006-07-07,Pirates of the Caribbean: Dead Manâs Chest,225000000.0,1066215812.0,,,642900000.0,2006,left_only,423315812.0,Pirates of the Caribbean: Dead Manâs Chest
2013-06-14,Man of Steel,225000000.0,667999518.0,Man of Steel,WB,377000000.0,2013.0,both,291045518.0,Man of Steel
2008-05-16,The Chronicles of Narnia: Prince Caspian,225000000.0,417341288.0,,,275719798.0,2008,left_only,141621490.0,The Chronicles of Narnia: Prince Caspian
2012-07-03,The Amazing Spider-Man,220000000.0,757890267.0,The Amazing Spider-Man,Sony,495900000.0,2012.0,both,262030663.0,The Amazing Spider-Man
2012-05-18,Battleship,220000000.0,313477717.0,Battleship,Uni.,237600000.0,2012.0,both,65233400.0,Battleship
2017-06-21,Transformers: The Last Knight,217000000.0,602893340.0,Transformers: The Last Knight,Par.,475300000.0,2017.0,both,130168683.0,Transformers: The Last Knight
2015-06-12,Jurassic World,215000000.0,1648854864.0,Jurassic World,Uni.,1019.4,2015.0,both,652270625.0,Jurassic World
2012-05-25,Men in Black 3,215000000.0,654213485.0,,,475192631.0,2012,left_only,179020854.0,Men in Black 3
2009-06-24,Transformers: Revenge of the Fallen,210000000.0,836519699.0,,,434407829.0,2009,left_only,402111870.0,Transformers: Revenge of the Fallen
2014-06-27,Transformers: Age of Extinction,210000000.0,1104039076.0,Transformers: Age of Extinction,Par.,858600000.0,2014.0,both,245439076.0,Transformers: Age of Extinction
2006-05-26,X-Men: The Last Stand,210000000.0,459260946.0,,,224898484.0,2006,left_only,234362462.0,X-Men: The Last Stand
2010-05-14,Robin Hood,210000000.0,322459006.0,Robin Hood,Uni.,216400000.0,2010.0,both,105487148.0,Robin Hood
2018-11-21,Robin Hood,99000000.0,84747441.0,Robin Hood,Uni.,216400000.0,2010.0,both,30824628.0,Robin Hood
2005-12-14,King Kong,207000000.0,550517357.0,,,332437332.0,2005,left_only,218080025.0,King Kong
1976-12-17,King Kong,23000000.0,90614445.0,,,38000000.0,1976,left_only,52614445.0,King Kong
1933-04-07,King Kong,672000.0,10000650.0,,,650.0,1933,left_only,10000000.0,King Kong
2007-12-07,The Golden Compass,205000000.0,367262558.0,,,297154830.0,2007,left_only,70107728.0,The Golden Compass
2018-02-16,Black Panther,200000000.0,1348258224.0,Black Panther,BV,646900000.0,2018.0,both,700059566.0,Black Panther
1997-12-19,Titanic,200000000.0,2208208395.0,,,1548844451.0,1997,left_only,659363944.0,Titanic
2018-06-15,Incredibles 2,200000000.0,1242520711.0,Incredibles 2,BV,634200000.0,2018.0,both,608581744.0,Incredibles 2
2016-12-16,Rogue One: A Star Wars Story,200000000.0,1049102856.0,Rogue One: A Star Wars Story,BV,523900000.0,2016.0,both,532177324.0,Rogue One: A Star Wars Story
2016-06-17,Finding Dory,200000000.0,1021215193.0,Finding Dory,BV,542300000.0,2016.0,both,486295561.0,Finding Dory
2010-06-18,Toy Story 3,200000000.0,1068879522.0,Toy Story 3,BV,652000000.0,2010.0,both,415004880.0,Toy Story 3
2013-05-03,Iron Man 3,200000000.0,1215392272.0,Iron Man 3,BV,805800000.0,2013.0,both,408992272.0,Iron Man 3
2017-05-05,Guardians of the Galaxy Vol 2,200000000.0,862316233.0,,,472503132.0,2017,left_only,389813101.0,Guardians of the Galaxy Vol 2
2004-06-30,Spider-Man 2,200000000.0,795110670.0,,,421586185.0,2004,left_only,373524485.0,Spider-Man 2
2010-03-05,Alice in Wonderland,200000000.0,1025491110.0,,,691300000.0,2010,left_only,334191110.0,Alice in Wonderland
1951-07-28,Alice in Wonderland,3000000.0,0.0,,,0.0,1951,left_only,0.0,Alice in Wonderland
2012-11-08,Skyfall,200000000.0,1110526981.0,Skyfall,Sony,804200000.0,2012.0,both,304360277.0,Skyfall
2013-06-21,Monsters University,200000000.0,743588329.0,Monsters University,BV,475700000.0,2013.0,both,268488329.0,Monsters University
2013-03-08,Oz the Great and Powerful,200000000.0,490359051.0,,,255588055.0,2013,left_only,234770996.0,Oz the Great and Powerful
2014-05-23,X-Men: Days of Future Past,200000000.0,747862775.0,X-Men: Days of Future Past,Fox,513900000.0,2014.0,both,233921534.0,X-Men: Days of Future Past
2014-05-02,The Amazing Spider-Man 2,200000000.0,708996336.0,The Amazing Spider-Man 2,Sony,506100000.0,2014.0,both,202853933.0,The Amazing Spider-Man 2
2011-06-24,Cars 2,200000000.0,560155383.0,Cars 2,BV,370700000.0,2011.0,both,191450875.0,Cars 2
2010-12-17,Tron: Legacy,200000000.0,400062763.0,,,228000000.0,2010,left_only,172062763.0,Tron: Legacy
2009-11-13,2012,200000000.0,757677748.0,,,591565581.0,2009,left_only,166112167.0,2012
2018-11-16,Fantastic Beasts: The Crimes of Grindelwald,200000000.0,652220086.0,Fantastic Beasts: The Crimes of Grindelwald,WB,494100000.0,2018.0,both,159555901.0,Fantastic Beasts: The Crimes of Grindelwald
2009-05-21,Terminator Salvation,200000000.0,365491792.0,,,240169323.0,2009,left_only,125322469.0,Terminator Salvation
2011-06-17,Green Lantern,200000000.0,219535492.0,Green Lantern,WB,103300000.0,2011.0,both,116601172.0,Green Lantern
2010-05-28,Prince of Persia: Sands of Time,200000000.0,336359676.0,,,245600000.0,2010,left_only,90759676.0,Prince of Persia: Sands of Time
2011-06-29,Transformers: Dark of the Moon,195000000.0,1123790543.0,Transformers: Dark of the Moon,P/DW,771400000.0,2011.0,both,352390543.0,Transformers: Dark of the Moon
2017-06-09,The Mummy,195000000.0,409953905.0,,,329852780.0,2017,left_only,80101125.0,The Mummy
1999-05-07,The Mummy,80000000.0,416385488.0,,,261000000.0,1999,left_only,155385488.0,The Mummy
2013-03-01,Jack the Giant Slayer,195000000.0,197687603.0,Jack the Giant Slayer,WB (NL),132500000.0,2013.0,both,65187603.0,Jack the Giant Slayer
2015-04-03,Furious 7,190000000.0,1518722794.0,Furious 7,Uni.,1163.0,2015.0,both,353007020.0,Furious 7
2013-05-16,Star Trek Into Darkness,190000000.0,467381584.0,Star Trek Into Darkness,Par.,238600000.0,2013.0,both,228778661.0,Star Trek Into Darkness
2013-06-21,World War Z,190000000.0,531514650.0,World War Z,Par.,337600000.0,2013.0,both,202359711.0,World War Z
2013-05-10,The Great Gatsby,190000000.0,351040419.0,,,206200000.0,2013,left_only,144840419.0,The Great Gatsby
1974-03-29,The Great Gatsby,7000000.0,26533200.0,,,0.0,1974,left_only,26533200.0,The Great Gatsby
2009-11-06,Disneyâs A Christmas Carol,190000000.0,315709697.0,,,177853834.0,2009,left_only,137855863.0,Disneyâs A Christmas Carol
2013-07-12,Pacific Rim,190000000.0,411002906.0,Pacific Rim,WB,309200000.0,2013.0,both,101802906.0,Pacific Rim
2015-11-25,The Good Dinosaur,187500000.0,333771037.0,The Good Dinosaur,BV,209100000.0,2015.0,both,123087120.0,The Good Dinosaur
2008-05-02,Iron Man,186000000.0,585171547.0,,,266567421.0,2008,left_only,318604126.0,Iron Man
2008-07-18,The Dark Knight,185000000.0,1001996207.0,,,468275260.0,2008,left_only,533720947.0,The Dark Knight
2008-05-22,Indiana Jones and the Kingdom of the Crystal Skull,185000000.0,786635413.0,,,469534294.0,2008,left_only,317101119.0,Indiana Jones and the Kingdom of the Crystal Skull
2012-06-22,Brave,185000000.0,554606532.0,Brave,BV,303200000.0,2012.0,both,237282182.0,Brave
2017-03-10,Kong: Skull Island,185000000.0,561072059.0,Kong: Skull Island,WB,398600000.0,2017.0,both,168052812.0,Kong: Skull Island
2016-07-22,Star Trek Beyond,185000000.0,335802233.0,Star Trek Beyond,Par.,184600000.0,2016.0,both,158848340.0,Star Trek Beyond
2017-10-06,Blade Runner 2049,185000000.0,259357408.0,Blade Runner 2049,WB,167200000.0,2017.0,both,92054159.0,Blade Runner 2049
2019-05-24,Aladdin,182000000.0,619234314.0,,,372500000.0,2019,left_only,246734314.0,Aladdin
1992-11-11,Aladdin,28000000.0,504050219.0,,,286700000.0,1992,left_only,217350219.0,Aladdin
2017-11-03,Thor: Ragnarok,180000000.0,846980024.0,Thor: Ragnarok,BV,538900000.0,2017.0,both,315058289.0,Thor: Ragnarok
2005-12-09,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000.0,720539572.0,,,428828615.0,2005,left_only,291710957.0,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"
2014-05-30,Maleficent,180000000.0,758536735.0,Maleficent,BV,517100000.0,2014.0,both,241407328.0,Maleficent
2016-11-18,Fantastic Beasts and Where to Find Them,180000000.0,802402853.0,,,568365278.0,2016,left_only,234037575.0,Fantastic Beasts and Where to Find Them
2008-06-27,WALL-E,180000000.0,532508025.0,,,308699861.0,2008,left_only,223808164.0,WALL-E
2007-08-10,Rush Hour 3,180000000.0,256585882.0,,,116459914.0,2007,left_only,140125968.0,Rush Hour 3
2016-07-01,The Legend of Tarzan,180000000.0,348902025.0,The Legend of Tarzan,WB,230100000.0,2016.0,both,126643061.0,The Legend of Tarzan
2011-11-23,Hugo,180000000.0,180047784.0,Hugo,Par.,111900000.0,2011.0,both,73864507.0,Hugo
2017-07-21,Valerian and the City of a Thousand Planets,180000000.0,215098356.0,Valerian and the City of a Thousand Planets,STX,184700000.0,2017.0,both,40479370.0,Valerian and the City of a Thousand Planets
2015-02-06,Jupiter Ascending,179000000.0,181982519.0,Jupiter Ascending,WB,136600000.0,2015.0,both,47482519.0,Jupiter Ascending
2018-07-27,Mission: ImpossibleâFallout,178000000.0,787456552.0,,,567297448.0,2018,left_only,220159104.0,Mission: ImpossibleâFallout
2016-05-27,X-Men: Apocalypse,178000000.0,542537546.0,X-Men: Apocalypse,Fox,388500000.0,2016.0,both,155442489.0,X-Men: Apocalypse
2018-08-10,The Meg,178000000.0,529530715.0,The Meg,WB,384800000.0,2018.0,both,145443742.0,The Meg
2014-06-06,Edge of Tomorrow,178000000.0,370541256.0,Edge of Tomorrow,WB,270300000.0,2014.0,both,100206256.0,Edge of Tomorrow
2019-03-08,Captain Marvel,175000000.0,1123061550.0,,,696535598.0,2019,left_only,426525952.0,Captain Marvel
2016-04-15,The Jungle Book,175000000.0,962854547.0,,,598853424.0,2016,left_only,364001123.0,The Jungle Book
1994-12-25,The Jungle Book,27000000.0,44342956.0,,,0.0,1994,left_only,44342956.0,The Jungle Book
2015-06-19,Inside Out,175000000.0,854235992.0,Inside Out,BV,501100000.0,2015.0,both,356461711.0,Inside Out
2017-07-07,Spider-Man: Homecoming,175000000.0,880166350.0,Spider-Man: Homecoming,Sony,546000000.0,2017.0,both,334201140.0,Spider-Man: Homecoming
2016-08-05,Suicide Squad,175000000.0,746059887.0,Suicide Squad,WB,421700000.0,2016.0,both,325100054.0,Suicide Squad
2009-05-29,Up,175000000.0,731463377.0,,,438459213.0,2009,left_only,293004164.0,Up
2017-11-22,Coco,175000000.0,798008101.0,Coco,BV,597400000.0,2017.0,both,209726015.0,Coco
2018-11-21,Ralph Breaks The Internet,175000000.0,524283695.0,,,323191984.0,2018,left_only,201091711.0,Ralph Breaks The Internet
2009-03-27,Monsters vs. Aliens,175000000.0,381687380.0,,,183335854.0,2009,left_only,198351526.0,Monsters vs. Aliens
2017-06-16,Cars 3,175000000.0,383541369.0,Cars 3,BV,231000000.0,2017.0,both,152901115.0,Cars 3
2009-08-07,G.I. Joe: The Rise of Cobra,175000000.0,302469017.0,,,152267519.0,2009,left_only,150201498.0,G.I. Joe: The Rise of Cobra
1999-06-30,Wild Wild West,175000000.0,221229335.0,,,107423654.0,1999,left_only,113805681.0,Wild Wild West
2008-08-01,The Mummy: Tomb of the Dragon Emperor,175000000.0,405760225.0,,,303268449.0,2008,left_only,102491776.0,The Mummy: Tomb of the Dragon Emperor
2007-06-22,Evan Almighty,175000000.0,174131329.0,,,73841639.0,2007,left_only,100289690.0,Evan Almighty
1995-07-28,Waterworld,175000000.0,264246220.0,,,176000000.0,1995,left_only,88246220.0,Waterworld
2017-05-12,King Arthur: Legend of the Sword,175000000.0,139630336.0,King Arthur: Legend of the Sword,WB,109500000.0,2017.0,both,39175066.0,King Arthur: Legend of the Sword
2013-12-25,47 Ronin,175000000.0,151716815.0,47 Ronin,Uni.,113400000.0,2013.0,both,38362475.0,47 Ronin
2018-06-22,Jurassic World: Fallen Kingdom,170000000.0,1305772799.0,Jurassic World: Fallen Kingdom,Uni.,891800000.0,2018.0,both,417719760.0,Jurassic World: Fallen Kingdom
2014-08-01,Guardians of the Galaxy,170000000.0,770867516.0,Guardians of the Galaxy,BV,440200000.0,2014.0,both,333172112.0,Guardians of the Galaxy
2010-05-07,Iron Man 2,170000000.0,621156389.0,Iron Man 2,Par.,311500000.0,2010.0,both,312433331.0,Iron Man 2
2014-04-04,Captain America: The Winter Soldier,170000000.0,714401889.0,Captain America: The Winter Soldier,BV,454500000.0,2014.0,both,259746958.0,Captain America: The Winter Soldier
2014-07-11,Dawn of the Planet of the Apes,170000000.0,710644566.0,Dawn of the Planet of the Apes,Fox,502100000.0,2014.0,both,208545589.0,Dawn of the Planet of the Apes
2004-11-10,The Polar Express,170000000.0,311365187.0,,,124140582.0,2004,left_only,187224605.0,The Polar Express
2012-06-01,Snow White and the Huntsman,170000000.0,401021746.0,Snow White and the Huntsman,Uni.,241300000.0,2012.0,both,155136755.0,Snow White and the Huntsman
2003-07-01,Terminator 3: Rise of the Machines,170000000.0,433058296.0,,,282700000.0,2003,left_only,150358296.0,Terminator 3: Rise of the Machines
2004-05-07,Van Helsing,170000000.0,300150546.0,,,180000000.0,2004,left_only,120150546.0,Van Helsing
2019-03-29,Dumbo,170000000.0,345004422.0,,,231121104.0,2019,left_only,113883318.0,Dumbo
2015-05-22,Tomorrowland,170000000.0,206627518.0,Tomorrowland,BV,115700000.0,2015.0,both,93436322.0,Tomorrowland
2019-02-14,Alita: Battle Angel,170000000.0,402976036.0,,,317265826.0,2019,left_only,85710210.0,Alita: Battle Angel
2019-05-31,Godzilla: King of the Monsters,170000000.0,299276941.0,,,213700000.0,2019,left_only,85576941.0,Godzilla: King of the Monsters
2016-05-27,Alice Through the Looking Glass,170000000.0,276928112.0,Alice Through the Looking Glass,BV,222400000.0,2016.0,both,77042381.0,Alice Through the Looking Glass
2010-05-21,Shrek Forever After,165000000.0,756244673.0,Shrek Forever After,P/DW,513900000.0,2010.0,both,238736787.0,Shrek Forever After
2016-11-04,Doctor Strange,165000000.0,676404566.0,Doctor Strange,BV,445100000.0,2016.0,both,232641920.0,Doctor Strange
2014-11-07,Big Hero 6,165000000.0,652127828.0,Big Hero 6,BV,435300000.0,2014.0,both,222527828.0,Big Hero 6
2010-03-26,How to Train Your Dragon,165000000.0,494870992.0,How to Train Your Dragon,P/DW,277300000.0,2010.0,both,217581232.0,How to Train Your Dragon
2012-11-02,Wreck-It Ralph,165000000.0,496511521.0,Wreck-It Ralph,BV,281800000.0,2012.0,both,189412677.0,Wreck-It Ralph
2014-11-05,Interstellar,165000000.0,666379375.0,Interstellar,Par.,489400000.0,2014.0,both,188017894.0,Interstellar
2016-06-24,Independence Day: Resurgence,165000000.0,384169424.0,Independence Day: Resurgence,Fox,286500000.0,2016.0,both,103144286.0,Independence Day: Resurgence
2011-07-29,Cowboys and Aliens,163000000.0,176038324.0,,,75669764.0,2011,left_only,100368560.0,Cowboys and Aliens
2017-03-17,Beauty and the Beast,160000000.0,1259199706.0,,,755185541.0,2017,left_only,504014165.0,Beauty and the Beast
1991-11-13,Beauty and the Beast,20000000.0,608431132.0,,,232373866.0,1991,left_only,376057266.0,Beauty and the Beast
2018-12-21,Aquaman,160000000.0,1146894640.0,Aquaman,WB,812700000.0,2018.0,both,335061807.0,Aquaman
2007-05-17,Shrek the Third,160000000.0,807330936.0,,,484610992.0,2007,left_only,322719944.0,Shrek the Third
2010-07-16,Inception,160000000.0,835524642.0,Inception,WB,535700000.0,2010.0,both,292576195.0,Inception
2015-11-20,The Hunger Games: Mockingjay - Part 2,160000000.0,648986787.0,The Hunger Games: Mockingjay - Part 2,LGF,371700000.0,2015.0,both,281723902.0,The Hunger Games: Mockingjay - Part 2
2013-05-24,Fast and Furious 6,160000000.0,789300444.0,,,550620594.0,2013,left_only,238679850.0,Fast and Furious 6
2014-05-16,Godzilla,160000000.0,529076069.0,,,328400000.0,2014,left_only,200676069.0,Godzilla
1998-05-19,Godzilla,125000000.0,376000000.0,,,239685706.0,1998,left_only,136314294.0,Godzilla
2011-06-03,X-Men: First Class,160000000.0,355408305.0,X-Men: First Class,Fox,207200000.0,2011.0,both,146408305.0,X-Men: First Class
2008-12-25,The Curious Case of Benjamin Button,160000000.0,329631958.0,,,202122632.0,2008,left_only,127509326.0,The Curious Case of Benjamin Button
2010-07-14,The Sorcerer's Apprentice,160000000.0,217986320.0,The Sorcerer's Apprentice,BV,152100000.0,2010.0,both,63150991.0,The Sorcerer's Apprentice
2006-05-12,Poseidon,160000000.0,181674817.0,,,121000000.0,2006,left_only,60674817.0,Poseidon
2016-06-10,Warcraft,160000000.0,425522281.0,Warcraft,Uni.,386300000.0,2016.0,both,47225655.0,Warcraft
2016-09-30,Deepwater Horizon,156000000.0,122603824.0,Deepwater Horizon,LG/S,60400000.0,2016.0,both,61433527.0,Deepwater Horizon
2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000.0,418186950.0,The Chronicles of Narnia: The Voyage of the Dawn Treader,Fox,311300000.0,2010.0,both,104386950.0,The Chronicles of Narnia: The Voyage of the Dawn Treader
2015-07-01,Terminator: Genisys,155000000.0,432150894.0,Terminator: Genisys,Par.,350800000.0,2015.0,both,89760956.0,Terminator: Genisys
2018-03-23,Pacific Rim: Uprising,155000000.0,290930148.0,,,231055623.0,2018,left_only,59874525.0,Pacific Rim: Uprising
2004-11-24,Alexander,155000000.0,167297191.0,,,133000000.0,2004,left_only,34297191.0,Alexander
2017-07-14,War for the Planet of the Apes,152000000.0,489592267.0,War for the Planet of the Apes,Fox,343800000.0,2017.0,both,146880162.0,War for the Planet of the Apes
2001-05-25,Pearl Harbor,151500000.0,449239855.0,,,250700000.0,2001,left_only,198539855.0,Pearl Harbor
2007-07-02,Transformers,151000000.0,708272592.0,,,389026399.0,2007,left_only,319246193.0,Transformers
2017-06-02,Wonder Woman,150000000.0,821133378.0,Wonder Woman,WB,409300000.0,2017.0,both,412563408.0,Wonder Woman
2013-11-22,Frozen,150000000.0,1272469910.0,Frozen,BV,875700000.0,2013.0,both,400738009.0,Frozen
2016-03-04,Zootopia,150000000.0,1019429616.0,Zootopia,BV,682500000.0,2016.0,both,341268248.0,Zootopia
2007-07-11,Harry Potter and the Order of the Phoenix,150000000.0,943076457.0,,,650939197.0,2007,left_only,292137260.0,Harry Potter and the Order of the Phoenix
2005-11-18,Harry Potter and the Goblet of Fire,150000000.0,897099794.0,,,606898042.0,2005,left_only,290201752.0,Harry Potter and the Goblet of Fire
2003-05-15,The Matrix Reloaded,150000000.0,738576929.0,,,457023240.0,2003,left_only,281553689.0,The Matrix Reloaded
2007-12-14,I am Legend,150000000.0,585532684.0,,,329139674.0,2007,left_only,256393010.0,I am Legend
2016-11-23,Moana,150000000.0,637517365.0,Moana,BV,394600000.0,2016.0,both,248757044.0,Moana
2008-07-01,Hancock,150000000.0,624234272.0,,,396287998.0,2008,left_only,227946274.0,Hancock
2005-07-15,Charlie and the Chocolate Factory,150000000.0,475825484.0,,,269366408.0,2005,left_only,206459076.0,Charlie and the Chocolate Factory
2007-06-29,Ratatouille,150000000.0,626549695.0,,,420104041.0,2007,left_only,206445654.0,Ratatouille
2013-11-08,Thor: The Dark World,150000000.0,644602516.0,Thor: The Dark World,BV,438200000.0,2013.0,both,206362140.0,Thor: The Dark World
2005-06-15,Batman Begins,150000000.0,359142722.0,,,153798948.0,2005,left_only,205343774.0,Batman Begins
2015-07-31,Mission: ImpossibleâRogue Nation,150000000.0,688858992.0,,,493816615.0,2015,left_only,195042377.0,Mission: ImpossibleâRogue Nation
2017-07-21,Dunkirk,150000000.0,499837368.0,Dunkirk,WB,337200000.0,2017.0,both,190068280.0,Dunkirk
2011-05-06,Thor,150000000.0,449326618.0,Thor,Par.,268300000.0,2011.0,both,181030624.0,Thor
2008-11-07,Madagascar: Escape 2 Africa,150000000.0,599680774.0,,,419505894.0,2008,left_only,180174880.0,Madagascar: Escape 2 Africa
2009-05-01,X-Men Origins: Wolverine,150000000.0,374825760.0,,,194942603.0,2009,left_only,179883157.0,X-Men Origins: Wolverine
2009-05-22,Night at the Museum: Battle of the Smithsonian,150000000.0,402231063.0,,,224987342.0,2009,left_only,177243721.0,Night at the Museum: Battle of the Smithsonian
2011-05-26,Kung Fu Panda 2,150000000.0,664837547.0,Kung Fu Panda 2,P/DW,500400000.0,2011.0,both,165249063.0,Kung Fu Panda 2
2015-05-15,Mad Max: Fury Road,150000000.0,370098020.0,Mad Max: Fury Road,WB,224800000.0,2015.0,both,153636354.0,Mad Max: Fury Road
2019-05-10,PokÃ©mon: Detective Pikachu,150000000.0,411258433.0,,,271750627.0,2019,left_only,139507806.0,PokÃ©mon: Detective Pikachu
2003-11-05,The Matrix Revolutions,150000000.0,427300260.0,,,288029350.0,2003,left_only,139270910.0,The Matrix Revolutions
2018-03-29,Ready Player One,150000000.0,579290136.0,Ready Player One,WB,445200000.0,2018.0,both,137690172.0,Ready Player One
2005-11-04,Chicken Little,150000000.0,310043823.0,,,174657158.0,2005,left_only,135386665.0,Chicken Little
2006-05-05,Mission: Impossible III,150000000.0,397501348.0,,,264000000.0,2006,left_only,133501348.0,Mission: Impossible III
2009-05-15,Angels & Demons,150000000.0,490875846.0,,,357500000.0,2009,left_only,133375846.0,Angels & Demons
2004-05-14,Troy,150000000.0,484161265.0,,,350862688.0,2004,left_only,133298577.0,Troy
2010-07-01,The Last Airbender,150000000.0,319713881.0,The Last Airbender,Par.,187900000.0,2010.0,both,131772187.0,The Last Airbender
2007-11-02,Bee Movie,150000000.0,287594577.0,,,160963300.0,2007,left_only,126631277.0,Bee Movie
2009-07-24,G-Force,150000000.0,292817841.0,,,173381071.0,2009,left_only,119436770.0,G-Force
2008-11-21,Bolt,150000000.0,328015029.0,,,213961450.0,2008,left_only,114053579.0,Bolt
2012-03-30,Wrath of the Titans,150000000.0,305270083.0,Wrath of the Titans,WB,221600000.0,2012.0,both,83670083.0,Wrath of the Titans
2007-11-16,Beowulf,150000000.0,195080579.0,,,112800000.0,2007,left_only,82280579.0,Beowulf
2012-05-11,Dark Shadows,150000000.0,238202668.0,Dark Shadows,WB,165800000.0,2012.0,both,79727149.0,Dark Shadows
2013-06-28,White House Down,150000000.0,205440387.0,White House Down,Sony,132300000.0,2013.0,both,73103784.0,White House Down
2010-02-12,The Wolfman,150000000.0,142634358.0,The Wolfman,Uni.,77800000.0,2010.0,both,62189884.0,The Wolfman
2017-02-17,The Great Wall,150000000.0,334486852.0,The Great Wall,Uni.,289400000.0,2017.0,both,45157105.0,The Great Wall
2015-10-09,Pan,150000000.0,151525973.0,Pan,WB,93300000.0,2015.0,both,35088320.0,Pan
2011-03-11,Mars Needs Moms,150000000.0,39549758.0,Mars Needs Moms,BV,17600000.0,2011.0,both,21392758.0,Mars Needs Moms
2020-12-31,Moonfall,150000000.0,0.0,,,0.0,2020,left_only,0.0,Moonfall
2006-11-03,Flushed Away,149000000.0,179357126.0,,,114691454.0,2006,left_only,64665672.0,Flushed Away
2012-06-08,Madagascar 3: Europe's Most Wanted,145000000.0,746921271.0,Madagascar 3: Europe's Most Wanted,P/DW,530500000.0,2012.0,both,216391482.0,Madagascar 3: Europe's Most Wanted
