release_date,movie,production_budget,worldwide_gross,title,studio,foreign_gross,year,_merge,domestic_gross,Movie_title
2002-05-08,Unfaithful,50000000.0,119114494.0,,,66362019.0,2002,left_only,52752475.0,Unfaithful
2017-09-29,American Made,50000000.0,135569212.0,American Made,Uni.,83500000.0,2017.0,both,51342000.0,American Made
2005-11-23,Syriana,50000000.0,92690959.0,,,41866339.0,2005,left_only,50824620.0,Syriana
2004-09-10,Resident Evil: Apocalypse,50000000.0,125168734.0,,,74428656.0,2004,left_only,50740078.0,Resident Evil: Apocalypse
2014-10-17,The Book of Life,50000000.0,97651543.0,,,47500000.0,2014,left_only,50151543.0,The Book of Life
1997-02-14,Absolute Power,50000000.0,50068310.0,,,0.0,1997,left_only,50068310.0,Absolute Power
2006-02-10,Firewall,50000000.0,82751189.0,,,34000000.0,2006,left_only,48751189.0,Firewall
1997-09-12,The Game,50000000.0,80369970.0,,,32104389.0,1997,left_only,48265581.0,The Game
1997-08-22,G.I. Jane,50000000.0,48169156.0,,,0.0,1997,left_only,48169156.0,G.I. Jane
2014-08-08,Into the Storm,50000000.0,150429371.0,,,102827177.0,2014,left_only,47602194.0,Into the Storm
2014-10-10,The Judge,50000000.0,76119388.0,The Judge,WB,37300000.0,2014.0,both,47119388.0,The Judge
2006-04-21,Silent Hill,50000000.0,94704227.0,,,47721595.0,2006,left_only,46982632.0,Silent Hill
2000-08-11,The Replacements,50000000.0,50054511.0,,,5317452.0,2000,left_only,44737059.0,The Replacements
1998-07-29,The Negotiator,50000000.0,49105766.0,,,4400000.0,1998,left_only,44705766.0,The Negotiator
2016-08-19,War Dogs,50000000.0,86234503.0,War Dogs,WB,43200000.0,2016.0,both,43034523.0,War Dogs
1994-05-25,Beverly Hills Cop III,50000000.0,119180938.0,,,76594077.0,1994,left_only,42586861.0,Beverly Hills Cop III
1990-06-15,Gremlins 2: The New Batch,50000000.0,41476097.0,,,0.0,1990,left_only,41476097.0,Gremlins 2: The New Batch
1997-09-26,The Peacemaker,50000000.0,62967368.0,,,21704228.0,1997,left_only,41263140.0,The Peacemaker
2003-10-03,Out of Time,50000000.0,55489826.0,,,14406718.0,2003,left_only,41083108.0,Out of Time
2004-11-12,Bridget Jones: The Edge Of Reason,50000000.0,263894551.0,,,223691531.0,2004,left_only,40203020.0,Bridget Jones: The Edge Of Reason
2000-02-11,The Beach,50000000.0,39778599.0,,,0.0,2000,left_only,39778599.0,The Beach
2005-06-10,The Adventures of Sharkboy and Lavagirl in 3-D,50000000.0,69425966.0,,,30248282.0,2005,left_only,39177684.0,The Adventures of Sharkboy and Lavagirl in 3-D
1994-02-18,On Deadly Ground,50000000.0,38590458.0,,,0.0,1994,left_only,38590458.0,On Deadly Ground
2009-11-25,Ninja Assassin,50000000.0,62209892.0,,,24087009.0,2009,left_only,38122883.0,Ninja Assassin
2004-05-28,Raising Helen,50000000.0,49928680.0,,,12443152.0,2004,left_only,37485528.0,Raising Helen
2016-05-20,The Nice Guys,50000000.0,59596747.0,The Nice Guys,WB,26500000.0,2016.0,both,36261763.0,The Nice Guys
1999-09-17,For Love of the Game,50000000.0,46112640.0,,,10924000.0,1999,left_only,35188640.0,For Love of the Game
1998-12-11,Jack Frost,50000000.0,34645374.0,,,0.0,1998,left_only,34645374.0,Jack Frost
2010-06-04,Marmaduke,50000000.0,89895930.0,Marmaduke,Fox,50100000.0,2010.0,both,33644788.0,Marmaduke
1996-06-28,Striptease,50000000.0,113309743.0,,,80200000.0,1996,left_only,33109743.0,Striptease
2010-10-15,Hereafter,50000000.0,108660270.0,Hereafter,WB,72500000.0,2010.0,both,32746941.0,Hereafter
2002-04-19,Murder by Numbers,50000000.0,56643267.0,,,24768398.0,2002,left_only,31874869.0,Murder by Numbers
1995-10-06,Assassins,50000000.0,83306268.0,,,53000000.0,1995,left_only,30306268.0,Assassins
2016-02-12,Zoolander 2,50000000.0,55348693.0,Zoolander 2,Par.,27900000.0,2016.0,both,28848693.0,Zoolander 2
2009-01-16,Defiance,50000000.0,52987754.0,,,24342941.0,2009,left_only,28644813.0,Defiance
2007-02-09,Hannibal Rising,50000000.0,80583311.0,,,52913586.0,2007,left_only,27669725.0,Hannibal Rising
1999-10-15,The Story of Us,50000000.0,27100030.0,,,0.0,1999,left_only,27100030.0,The Story of Us
2013-03-29,The Host,50000000.0,64477051.0,,,37853350.0,2013,left_only,26623701.0,The Host
2003-03-28,Basic,50000000.0,42598498.0,,,15999250.0,2003,left_only,26599248.0,Basic
2015-03-13,Run All Night,50000000.0,66961644.0,Run All Night,WB,45200000.0,2015.0,both,26461644.0,Run All Night
2002-08-09,Blood Work,50000000.0,26199517.0,,,0.0,2002,left_only,26199517.0,Blood Work
2009-02-13,The International,50000000.0,53850527.0,,,28400000.0,2009,left_only,25450527.0,The International
1996-08-09,Escape from L.A.,50000000.0,25426861.0,,,0.0,1996,left_only,25426861.0,Escape from L.A.
2004-02-27,Twisted,50000000.0,40119848.0,,,14924798.0,2004,left_only,25195050.0,Twisted
2004-12-10,The Life Aquatic with Steve Zissou,50000000.0,34806726.0,,,10800000.0,2004,left_only,24006726.0,The Life Aquatic with Steve Zissou
1999-08-04,The Iron Giant,50000000.0,31333917.0,,,8174612.0,1999,left_only,23159305.0,The Iron Giant
2011-04-08,Your Highness,50000000.0,26121638.0,Your Highness,Uni.,3300000.0,2011.0,both,21596445.0,Your Highness
2016-09-16,Snowden,50000000.0,35380918.0,Snowden,ORF,15700000.0,2016.0,both,21587519.0,Snowden
2011-09-30,Dream House,50000000.0,41642166.0,Dream House,Uni.,17200000.0,2011.0,both,21302340.0,Dream House
2016-06-24,Free State of Jones,50000000.0,23237252.0,Free State of Jones,STX,4200000.0,2016.0,both,20810036.0,Free State of Jones
2009-09-04,Gamer,50000000.0,42002029.0,,,21467122.0,2009,left_only,20534907.0,Gamer
2005-02-25,Man of the House,50000000.0,22099706.0,,,2400000.0,2005,left_only,19699706.0,Man of the House
2003-02-21,The Life of David Gale,50000000.0,28920188.0,,,9225553.0,2003,left_only,19694635.0,The Life of David Gale
2013-02-14,Beautiful Creatures,50000000.0,60282876.0,,,40830738.0,2013,left_only,19452138.0,Beautiful Creatures
2005-09-30,Into the Blue,50000000.0,41982227.0,,,23200000.0,2005,left_only,18782227.0,Into the Blue
2007-09-14,Eastern Promises,50000000.0,56077088.0,,,38895823.0,2007,left_only,17181265.0,Eastern Promises
1994-07-01,Baby's Day Out,50000000.0,16581575.0,,,0.0,1994,left_only,16581575.0,Baby's Day Out
1999-11-12,The Messenger: The Story of Joan of Arc,50000000.0,14271297.0,,,0.0,1999,left_only,14271297.0,The Messenger: The Story of Joan of Arc
1995-11-03,Fair Game,50000000.0,26097497.0,,,14600000.0,1995,left_only,11497497.0,Fair Game
2011-02-25,Drive Angry,50000000.0,41042583.0,Drive Angry,Sum.,18200000.0,2011.0,both,10721033.0,Drive Angry
1997-11-07,Mad City,50000000.0,10561038.0,,,0.0,1997,left_only,10561038.0,Mad City
1995-10-13,The Scarlet Letter,50000000.0,10359006.0,,,0.0,1995,left_only,10359006.0,The Scarlet Letter
2005-10-14,Domino,50000000.0,23574057.0,,,13404855.0,2005,left_only,10169202.0,Domino
1995-10-13,Jade,50000000.0,9812870.0,,,0.0,1995,left_only,9812870.0,Jade
2009-02-27,Street Fighter: The Legend of Chun-Li,50000000.0,12660287.0,,,3918026.0,2009,left_only,8742261.0,Street Fighter: The Legend of Chun-Li
2002-03-29,Death to Smoochy,50000000.0,8374062.0,,,18247.0,2002,left_only,8355815.0,Death to Smoochy
2018-02-16,Early Man,50000000.0,45285890.0,Early Man,LGF,46400000.0,2018.0,both,8267544.0,Early Man
2009-11-13,The Boat That Rocked,50000000.0,37472651.0,,,29455184.0,2009,left_only,8017467.0,The Boat That Rocked
2004-01-30,The Big Bounce,50000000.0,6626115.0,,,154721.0,2004,left_only,6471394.0,The Big Bounce
2000-03-03,What Planet Are You From?,50000000.0,6291602.0,,,0.0,2000,left_only,6291602.0,What Planet Are You From?
2015-04-17,Child 44,50000000.0,8004221.0,Child 44,LG/S,11700000.0,2015.0,both,1224330.0,Child 44
2009-01-23,Outlander,50000000.0,1250617.0,,,1084614.0,2009,left_only,166003.0,Outlander
2013-03-15,Upside Down,50000000.0,26387039.0,Upside Down,MNE,8000000.0,2013.0,both,102118.0,Upside Down
2015-10-02,Shanghai,50000000.0,15505922.0,Shanghai,Wein.,9200000.0,2015.0,both,46425.0,Shanghai
2020-12-31,Hannibal the Conqueror,50000000.0,0.0,,,0.0,2020,left_only,0.0,Hannibal the Conqueror
2019-11-08,Arctic Dogs,50000000.0,0.0,,,0.0,2019,left_only,0.0,Arctic Dogs
2019-11-22,The Rhythm Section,50000000.0,0.0,,,0.0,2019,left_only,0.0,The Rhythm Section
2019-09-20,Ad Astra,49800000.0,0.0,,,0.0,2019,left_only,0.0,Ad Astra
2001-11-02,The One,49000000.0,72689126.0,,,28783380.0,2001,left_only,43905746.0,The One
2015-03-06,Chappie,49000000.0,105002056.0,Chappie,Sony,70500000.0,2015.0,both,31569268.0,Chappie
1990-07-11,The Adventures of Ford Fairlane,49000000.0,20423389.0,,,0.0,1990,left_only,20423389.0,The Adventures of Ford Fairlane
2012-11-16,Anna Karenina,49000000.0,71004627.0,Anna Karenina,Focus,56100000.0,2012.0,both,12816367.0,Anna Karenina
1989-05-24,Indiana Jones and the Last Crusade,48000000.0,474171806.0,,,277000000.0,1989,left_only,197171806.0,Indiana Jones and the Last Crusade
2002-10-18,The Ring,48000000.0,248218486.0,,,119124462.0,2002,left_only,129094024.0,The Ring
2000-12-27,Traffic,48000000.0,208300000.0,,,84192524.0,2000,left_only,124107476.0,Traffic
2002-03-29,Panic Room,48000000.0,196308367.0,,,101000000.0,2002,left_only,95308367.0,Panic Room
2015-01-09,Taken 3,48000000.0,327656424.0,Taken 3,Fox,237200000.0,2015.0,both,89256424.0,Taken 3
1999-08-06,The Thomas Crown Affair,48000000.0,124304264.0,,,55000000.0,1999,left_only,69304264.0,The Thomas Crown Affair
2018-11-16,Instant Family,48000000.0,119736188.0,Instant Family,Par.,53200000.0,2018.0,both,67363237.0,Instant Family
1999-11-05,The Bone Collector,48000000.0,151463090.0,,,84975000.0,1999,left_only,66488090.0,The Bone Collector
1999-10-01,Three Kings,48000000.0,107752036.0,,,47100000.0,1999,left_only,60652036.0,Three Kings
2010-01-22,Tooth Fairy,48000000.0,112610386.0,Tooth Fairy,Fox,52400000.0,2010.0,both,60022256.0,Tooth Fairy
2001-08-17,Rat Race,48000000.0,86607223.0,,,30000000.0,2001,left_only,56607223.0,Rat Race
2007-09-07,3:10 to Yuma,48000000.0,71171825.0,,,17564909.0,2007,left_only,53606916.0,3:10 to Yuma
2001-08-13,K-PAX,48000000.0,50315140.0,,,0.0,2001,left_only,50315140.0,K-PAX
2001-12-25,Kate and Leopold,48000000.0,70937778.0,,,23842325.0,2001,left_only,47095453.0,Kate and Leopold
2000-10-20,Bedazzled,48000000.0,90376224.0,,,52496228.0,2000,left_only,37879996.0,Bedazzled
1998-06-26,Out of Sight,48000000.0,77562568.0,,,40000000.0,1998,left_only,37562568.0,Out of Sight
1984-12-14,The Cotton Club,48000000.0,25928721.0,,,0.0,1984,left_only,25928721.0,The Cotton Club
2008-01-25,Rambo,47500000.0,112214531.0,,,69460426.0,2008,left_only,42754105.0,Rambo
2016-07-13,The Infiltrator,47500000.0,20718104.0,The Infiltrator,BG,,2016.0,both,15436808.0,The Infiltrator
1990-06-15,Dick Tracy,47000000.0,162738726.0,,,59000000.0,1990,left_only,103738726.0,Dick Tracy
2016-11-11,Arrival,47000000.0,203127894.0,Arrival,Par.,102800000.0,2016.0,both,100546139.0,Arrival
1996-06-14,The Cable Guy,47000000.0,102825796.0,,,42585501.0,1996,left_only,60240295.0,The Cable Guy
2009-04-22,Earth,47000000.0,116773317.0,,,84761741.0,2009,left_only,32011576.0,Earth
2001-10-19,Riding in Cars with Boys,47000000.0,29781453.0,,,0.0,2001,left_only,29781453.0,Riding in Cars with Boys
2007-01-05,Happily N'Ever After,47000000.0,37923818.0,,,22074786.0,2007,left_only,15849032.0,Happily N'Ever After
2002-11-27,Solaris,47000000.0,14970038.0,,,0.0,2002,left_only,14970038.0,Solaris
2010-06-18,Jonah Hex,47000000.0,11022696.0,Jonah Hex,WB,356000.0,2010.0,both,10547117.0,Jonah Hex
1996-02-23,Mary Reilly,47000000.0,12900000.0,,,7192906.0,1996,left_only,5707094.0,Mary Reilly
2016-12-23,Silence,46500000.0,23726626.0,,,16626449.0,2016,left_only,7100177.0,Silence
2013-11-01,Mr. Nobody,46500000.0,22254.0,Mr. Nobody,Magn.,3500000.0,2013.0,both,3622.0,Mr. Nobody
1997-06-20,My Best Friend's Wedding,46000000.0,298923419.0,,,172110266.0,1997,left_only,126813153.0,My Best Friend's Wedding
2001-07-20,America's Sweethearts,46000000.0,160648493.0,,,67040820.0,2001,left_only,93607673.0,America's Sweethearts
1996-11-22,Star Trek: First Contact,46000000.0,150000000.0,,,57972112.0,1996,left_only,92027888.0,Star Trek: First Contact
2002-05-24,Insomnia,46000000.0,113622499.0,,,46359317.0,2002,left_only,67263182.0,Insomnia
2013-09-20,Prisoners,46000000.0,113402302.0,Prisoners,WB,61100000.0,2013.0,both,61002302.0,Prisoners
1996-07-12,Courage Under Fire,46000000.0,100833145.0,,,41829761.0,1996,left_only,59003384.0,Courage Under Fire
1982-09-17,Inchon,46000000.0,4408636.0,,,0.0,1982,left_only,4408636.0,Inchon
2010-12-31,Arthur and the War of Two Worlds,45500000.0,36180824.0,,,35833688.0,2010,left_only,347136.0,Arthur and the War of Two Worlds
1997-03-21,Liar Liar,45000000.0,302710615.0,,,121300000.0,1997,left_only,181410615.0,Liar Liar
1998-11-20,A Bug's Life,45000000.0,363095319.0,,,200296754.0,1998,left_only,162798565.0,A Bug's Life
2012-10-05,Taken 2,45000000.0,377807404.0,Taken 2,Fox,236300000.0,2012.0,both,139854287.0,Taken 2
1994-05-27,The Flintstones,45000000.0,358500000.0,,,227968792.0,1994,left_only,130531208.0,The Flintstones
2003-10-24,Scary Movie 3,45000000.0,155200000.0,,,45199918.0,2003,left_only,110000082.0,Scary Movie 3
2000-12-22,Miss Congeniality,45000000.0,213420951.0,,,106613284.0,2000,left_only,106807667.0,Miss Congeniality
2017-12-22,Pitch Perfect 3,45000000.0,185736412.0,Pitch Perfect 3,Uni.,80500000.0,2017.0,both,104897530.0,Pitch Perfect 3
2008-07-11,Journey to the Center of the Earth,45000000.0,243180937.0,,,141476567.0,2008,left_only,101704370.0,Journey to the Center of the Earth
1993-12-17,The Pelican Brief,45000000.0,187995859.0,,,87227803.0,1993,left_only,100768056.0,The Pelican Brief
2004-08-11,The Princess Diaries 2: Royal Engagement,45000000.0,122071435.0,,,26922000.0,2004,left_only,95149435.0,The Princess Diaries 2: Royal Engagement
2007-12-25,The Bucket List,45000000.0,174807445.0,,,81340943.0,2007,left_only,93466502.0,The Bucket List
1994-07-20,The Client,45000000.0,117615211.0,,,25500000.0,1994,left_only,92115211.0,The Client
2011-11-23,The Muppets,45000000.0,160971922.0,The Muppets,BV,76600000.0,2011.0,both,88625922.0,The Muppets
1992-06-05,Patriot Games,45000000.0,178100000.0,,,94812637.0,1992,left_only,83287363.0,Patriot Games
2005-05-13,Monster-in-Law,45000000.0,155931301.0,,,73000000.0,2005,left_only,82931301.0,Monster-in-Law
2001-10-05,Training Day,45000000.0,104505362.0,,,28244326.0,2001,left_only,76261036.0,Training Day
2016-10-07,The Girl on the Train,45000000.0,174278214.0,The Girl on the Train,Strand,97100.0,2010.0,both,75395035.0,The Girl on the Train
1999-12-24,Galaxy Quest,45000000.0,90523726.0,,,19100000.0,1999,left_only,71423726.0,Galaxy Quest
2001-07-04,Scary Movie 2,45000000.0,141189101.0,,,69911681.0,2001,left_only,71277420.0,Scary Movie 2
1998-08-21,Blade,45000000.0,131237688.0,,,61095812.0,1998,left_only,70141876.0,Blade
2005-01-14,Coach Carter,45000000.0,76665507.0,,,9400630.0,2005,left_only,67264877.0,Coach Carter
2010-03-19,The Bounty Hunter,45000000.0,135808837.0,The Bounty Hunter,Sony,69300000.0,2010.0,both,67061228.0,The Bounty Hunter
2002-04-12,Changing Lanes,45000000.0,66790248.0,,,0.0,2002,left_only,66790248.0,Changing Lanes
1997-04-11,Anaconda,45000000.0,136998907.0,,,71400000.0,1997,left_only,65598907.0,Anaconda
2006-01-20,Underworld: Evolution,45000000.0,113417762.0,,,51098887.0,2006,left_only,62318875.0,Underworld: Evolution
2000-08-04,Coyote Ugly,45000000.0,113916474.0,,,53130205.0,2000,left_only,60786269.0,Coyote Ugly
2003-11-07,Love Actually,45000000.0,248505300.0,,,189033022.0,2003,left_only,59472278.0,Love Actually
1996-08-09,Jack,45000000.0,58617334.0,,,0.0,1996,left_only,58617334.0,Jack
1994-10-07,The Specialist,45000000.0,57362581.0,,,0.0,1994,left_only,57362581.0,The Specialist
2016-12-09,Office Christmas Party,45000000.0,91323299.0,Office Christmas Party,Par.,59700000.0,2016.0,both,54767494.0,Office Christmas Party
1996-08-16,Tin Cup,45000000.0,75854588.0,,,22000000.0,1996,left_only,53854588.0,Tin Cup
2005-11-23,"Yours, Mine and Ours",45000000.0,72359917.0,,,19000000.0,2005,left_only,53359917.0,"Yours, Mine and Ours"
2005-05-13,Kicking and Screaming,45000000.0,55842724.0,,,3000000.0,2005,left_only,52842724.0,Kicking and Screaming
2005-04-29,The Hitchhiker's Guide to the Galaxy,45000000.0,102746214.0,,,51727102.0,2005,left_only,51019112.0,The Hitchhiker's Guide to the Galaxy
2007-09-21,Resident Evil: Extinction,45000000.0,149871103.0,,,99222424.0,2007,left_only,50648679.0,Resident Evil: Extinction
2004-12-25,Fat Albert,45000000.0,48563556.0,,,449000.0,2004,left_only,48114556.0,Fat Albert
2012-07-06,Savages,45000000.0,82513490.0,,,35190390.0,2012,left_only,47323100.0,Savages
1994-09-30,The River Wild,45000000.0,94215000.0,,,47400000.0,1994,left_only,46815000.0,The River Wild
2014-05-23,Blended,45000000.0,127990741.0,Blended,WB,81700000.0,2014.0,both,46290741.0,Blended
2017-06-16,All Eyez on Me,45000000.0,54876855.0,All Eyez on Me,LG/S,,2017.0,both,44922302.0,All Eyez on Me
2006-01-13,Last Holiday,45000000.0,43343247.0,,,4943286.0,2006,left_only,38399961.0,Last Holiday
2006-03-03,16 Blocks,45000000.0,65595141.0,,,28700000.0,2006,left_only,36895141.0,16 Blocks
1995-07-14,The Indian in the Cupboard,45000000.0,35627222.0,,,0.0,1995,left_only,35627222.0,The Indian in the Cupboard
2004-09-10,Cellular,45000000.0,61475984.0,,,29472364.0,2004,left_only,32003620.0,Cellular
2006-07-28,The Ant Bully,45000000.0,49610898.0,,,21468363.0,2006,left_only,28142535.0,The Ant Bully
2003-07-18,Johnny English,45000000.0,163126676.0,,,135113167.0,2003,left_only,28013509.0,Johnny English
1984-12-14,Dune,45000000.0,27447471.0,,,0.0,1984,left_only,27447471.0,Dune
2009-07-31,Aliens in the Attic,45000000.0,59551283.0,,,34350871.0,2009,left_only,25200412.0,Aliens in the Attic
2007-09-14,Across the Universe,45000000.0,29367143.0,,,5023470.0,2007,left_only,24343673.0,Across the Universe
2008-12-26,Revolutionary Road,45000000.0,79604820.0,,,56653480.0,2008,left_only,22951340.0,Revolutionary Road
2008-08-29,Babylon A.D.,45000000.0,70216497.0,,,47683925.0,2008,left_only,22532572.0,Babylon A.D.
1994-11-04,Frankenstein,45000000.0,112006296.0,,,90000000.0,1994,left_only,22006296.0,Frankenstein
1996-10-04,The Glimmer Man,45000000.0,36404841.0,,,16000000.0,1996,left_only,20404841.0,The Glimmer Man
1996-07-17,Multiplicity,45000000.0,20133326.0,,,0.0,1996,left_only,20133326.0,Multiplicity
2019-05-03,UglyDolls,45000000.0,24644664.0,,,4750000.0,2019,left_only,19894664.0,UglyDolls
2001-01-19,The Pledge,45000000.0,29406132.0,,,9686202.0,2001,left_only,19719930.0,The Pledge
2005-12-16,The Producers: The Movie Musical,45000000.0,32952995.0,,,13554463.0,2005,left_only,19398532.0,The Producers: The Movie Musical
1996-06-07,The Phantom,45000000.0,17220599.0,,,0.0,1996,left_only,17220599.0,The Phantom
2005-07-01,Rebound,45000000.0,17492014.0,,,683000.0,2005,left_only,16809014.0,Rebound
2010-02-19,The Ghost Writer,45000000.0,65532491.0,The Ghost Writer,Sum.,44700000.0,2010.0,both,15541549.0,The Ghost Writer
2000-12-22,All the Pretty Horses,45000000.0,18120267.0,,,2593142.0,2000,left_only,15527125.0,All the Pretty Horses
2008-09-05,Bangkok Dangerous,45000000.0,46598133.0,,,31300000.0,2008,left_only,15298133.0,Bangkok Dangerous
1995-12-20,Nixon,45000000.0,34668249.0,,,21000000.0,1995,left_only,13668249.0,Nixon
2012-09-21,Dredd,45000000.0,41467606.0,Dredd,LGF,22200000.0,2012.0,both,13414714.0,Dredd
2011-10-28,The Rum Diary,45000000.0,21544732.0,The Rum Diary,FD,10800000.0,2011.0,both,13109815.0,The Rum Diary
1998-01-30,Deep Rising,45000000.0,11203026.0,,,0.0,1998,left_only,11203026.0,Deep Rising
2018-12-21,Welcome to Marwen,45000000.0,12874922.0,Welcome to Marwen,Uni.,2100000.0,2018.0,both,10763520.0,Welcome to Marwen
2011-10-21,Johnny English Reborn,45000000.0,164640401.0,Johnny English Reborn,Uni.,151800000.0,2011.0,both,8406711.0,Johnny English Reborn
2008-09-26,Miracle at St. Anna,45000000.0,9676497.0,,,1759610.0,2008,left_only,7916887.0,Miracle at St. Anna
2002-04-05,Big Trouble,45000000.0,8488871.0,,,1226583.0,2002,left_only,7262288.0,Big Trouble
2006-12-21,Man cheng jin dai huang jin jia,45000000.0,76904429.0,,,70337656.0,2006,left_only,6566773.0,Man cheng jin dai huang jin jia
2007-11-16,Love in the Time of Cholera,45000000.0,31077418.0,,,26459810.0,2007,left_only,4617608.0,Love in the Time of Cholera
2002-12-25,Pinocchio,45000000.0,31681811.0,,,28000000.0,2002,left_only,3681811.0,Pinocchio
1940-02-09,Pinocchio,2289247.0,84300000.0,,,0.0,1940,left_only,84300000.0,Pinocchio
1997-01-31,Shadow Conspiracy,45000000.0,2154540.0,,,0.0,1997,left_only,2154540.0,Shadow Conspiracy
2012-12-31,Foodfight!,45000000.0,73706.0,,,73706.0,2012,left_only,0.0,Foodfight!
2012-10-12,Argo,44500000.0,227140757.0,Argo,WB,96300000.0,2012.0,both,136025503.0,Argo
1993-08-06,The Fugitive,44000000.0,353715317.0,,,169839557.0,1993,left_only,183875760.0,The Fugitive
1985-05-22,Rambo: First Blood Part II,44000000.0,300400000.0,,,149984568.0,1985,left_only,150415432.0,Rambo: First Blood Part II
1996-10-18,Sleepers,44000000.0,165600852.0,,,112300000.0,1996,left_only,53300852.0,Sleepers
2010-07-30,Charlie St. Cloud,44000000.0,48478084.0,Charlie St. Cloud,Uni.,17000000.0,2010.0,both,31206263.0,Charlie St. Cloud
1996-02-02,The Juror,44000000.0,22730924.0,,,0.0,1996,left_only,22730924.0,The Juror
2014-02-06,The Interview,44000000.0,12342632.0,,,6237457.0,2014,left_only,6105175.0,The Interview
1980-11-19,Heaven's Gate,44000000.0,3484523.0,,,192.0,1980,left_only,3484331.0,Heaven's Gate
2013-06-28,The Heat,43000000.0,229727774.0,The Heat,Fox,70300000.0,2013.0,both,159581587.0,The Heat
2000-12-19,Finding Forrester,43000000.0,80013623.0,,,28245000.0,2000,left_only,51768623.0,Finding Forrester
2000-04-14,28 Days,43000000.0,62063972.0,,,25028457.0,2000,left_only,37035515.0,28 Days
2005-05-13,Danny the Dog,43000000.0,49037621.0,,,24500000.0,2005,left_only,24537621.0,Danny the Dog
2002-04-12,The Sweetest Thing,43000000.0,63078756.0,,,38648484.0,2002,left_only,24430272.0,The Sweetest Thing
2018-11-09,The Girl in the Spiderâs Web,43000000.0,34983342.0,,,20154787.0,2018,left_only,14828555.0,The Girl in the Spiderâs Web
2017-01-06,A Monster Calls,43000000.0,46414530.0,A Monster Calls,Focus,43600000.0,2016.0,both,3740823.0,A Monster Calls
2011-01-28,The Mechanic,42500000.0,76347393.0,The Mechanic,CBS,47000000.0,2011.0,both,29121498.0,The Mechanic
1993-06-30,The Firm,42000000.0,270340892.0,,,112000000.0,1993,left_only,158340892.0,The Firm
2012-03-16,21 Jump Street,42000000.0,202812429.0,21 Jump Street,Sony,63100000.0,2012.0,both,138447667.0,21 Jump Street
1999-05-28,Notting Hill,42000000.0,363728085.0,,,247638407.0,1999,left_only,116089678.0,Notting Hill
2000-06-21,Chicken Run,42000000.0,227793915.0,,,121000000.0,2000,left_only,106793915.0,Chicken Run
2004-01-16,Along Came Polly,42000000.0,173044410.0,,,84970903.0,2004,left_only,88073507.0,Along Came Polly
1992-07-01,Boomerang,42000000.0,131052444.0,,,61000000.0,1992,left_only,70052444.0,Boomerang
2009-07-10,BrÃ¼no,42000000.0,138708527.0,,,78653997.0,2009,left_only,60054530.0,BrÃ¼no
1963-06-12,Cleopatra,42000000.0,71000000.0,,,14000000.0,1963,left_only,57000000.0,Cleopatra
2017-05-12,Snatched,42000000.0,57852177.0,Snatched,Fox,15000000.0,2017.0,both,45852178.0,Snatched
2012-10-12,Here Comes the Boom,42000000.0,73239258.0,Here Comes the Boom,Sony,27800000.0,2012.0,both,45290318.0,Here Comes the Boom
2002-04-05,High Crimes,42000000.0,63781100.0,,,22237893.0,2002,left_only,41543207.0,High Crimes
1996-11-15,The Mirror Has Two Faces,42000000.0,41267469.0,,,0.0,1996,left_only,41267469.0,The Mirror Has Two Faces
2011-03-11,Red Riding Hood,42000000.0,91678442.0,Red Riding Hood,WB,51500000.0,2011.0,both,37662162.0,Red Riding Hood
2002-01-25,The Mothman Prophecies,42000000.0,56438555.0,,,21209859.0,2002,left_only,35228696.0,The Mothman Prophecies
1989-07-14,Licence to Kill,42000000.0,156167015.0,,,121500000.0,1989,left_only,34667015.0,Licence to Kill
2018-12-25,Holmes & Watson,42000000.0,41926605.0,,,11357862.0,2018,left_only,30568743.0,Holmes & Watson
2012-01-27,One for the Money,42000000.0,36197221.0,,,9782694.0,2012,left_only,26414527.0,One for the Money
2001-03-09,15 Minutes,42000000.0,56331864.0,,,31956428.0,2001,left_only,24375436.0,15 Minutes
2005-09-16,Lord of War,42000000.0,60437727.0,,,36288095.0,2005,left_only,24149632.0,Lord of War
1993-05-28,Super Mario Bros.,42000000.0,20844907.0,,,0.0,1993,left_only,20844907.0,Super Mario Bros.
1992-10-02,Hero,42000000.0,66787173.0,,,47300000.0,1992,left_only,19487173.0,Hero
2012-01-27,Man on a Ledge,42000000.0,49621440.0,Man on a Ledge,LG/S,27600000.0,2012.0,both,18620000.0,Man on a Ledge
2010-12-03,The Warrior's Way,42000000.0,8514325.0,The Warrior's Way,Rela.,5400000.0,2010.0,both,5666340.0,The Warrior's Way
1997-04-18,McHale's Navy,42000000.0,4408420.0,,,0.0,1997,left_only,4408420.0,McHale's Navy
2010-05-28,Micmacs,42000000.0,11756922.0,Micmacs,SPC,15100000.0,2010.0,both,1259693.0,Micmacs
2006-12-31,Les BronzÃ©s 3: amis pour la vie,42000000.0,83833602.0,,,83833602.0,2006,left_only,0.0,Les BronzÃ©s 3: amis pour la vie
2015-12-31,Pourquoi j'ai pas mangÃ© mon pÃ¨re,42000000.0,15451663.0,,,15451663.0,2015,left_only,0.0,Pourquoi j'ai pas mangÃ© mon pÃ¨re
2002-11-08,8 Mile,41000000.0,245768384.0,,,129044309.0,2002,left_only,116724075.0,8 Mile
2019-05-31,Rocketman,41000000.0,108642725.0,,,51300000.0,2019,left_only,57342725.0,Rocketman
