release_date,production_budget,worldwide_gross,studio,foreign_gross,year,budget_merge,domestic_gross,Movie_title,tconst,runtimeMinutes,averageRating,numVotes,region,language,_merge
2018-06-08,10000000.0,70133905.0,A24,35300000.0,2018.0,both,44069456.0,Hereditary,tt7784604,127,7.3,215199.0,42.0,42.0,both
2015-09-18,61000000.0,310566162.0,Fox,230600000.0,2015.0,both,81697192.0,Maze Runner: The Scorch Trials,tt4046784,131,6.3,214638.0,49.0,49.0,both
2006-11-10,30000000.0,53572822.0,,13137632.0,2006,left_only,40435190.0,Stranger Than Fiction,tt0420223,113,7.5,214538.0,38.0,38.0,both
1982-12-08,22000000.0,127767889.0,,75000000.0,1982,left_only,52767889.0,Gandhi,tt0083987,191,8.0,214321.0,36.0,36.0,both
2008-01-25,47500000.0,112214531.0,,69460426.0,2008,left_only,42754105.0,Rambo,tt0462499,92,7.0,214088.0,51.0,51.0,both
2019-02-14,170000000.0,402976036.0,,317265826.0,2019,left_only,85710210.0,Alita: Battle Angel,tt0437086,122,7.3,212893.0,47.0,47.0,both
1980-10-03,5000000.0,26010864.0,,0.0,1980,left_only,26010864.0,The Elephant Man,tt0080678,124,8.1,212785.0,46.0,46.0,both
2014-04-18,100000000.0,103039258.0,WB,80000000.0,2014.0,both,23022309.0,Transcendence,tt2209764,119,6.3,212721.0,43.0,43.0,both
1999-06-10,35000000.0,312383487.0,,106343402.0,1999,left_only,206040085.0,Austin Powers: The Spy Who Shagged Me,tt0145660,95,6.6,212516.0,,,both
,,,SPC,12800000.0,2011.0,right_only,,A Separation,tt1832382,123,8.3,212393.0,45.0,45.0,both
2011-12-21,130000000.0,373993951.0,Par.,296400000.0,2011.0,both,77591831.0,The Adventures of Tintin,tt0983193,107,7.3,212143.0,50.0,50.0,both
2012-10-12,3000000.0,87727807.0,LG/S,29600000.0,2012.0,both,48086903.0,Sinister,tt1922777,110,6.8,212049.0,38.0,38.0,both
2011-10-07,23000000.0,77735925.0,Sony,35000000.0,2011.0,both,40962534.0,The Ides of March,tt1124035,101,7.1,211922.0,40.0,40.0,both
2015-07-24,30000000.0,94156456.0,Wein.,39500000.0,2015.0,both,52421953.0,Southpaw,tt1798684,124,7.4,211786.0,37.0,37.0,both
2015-03-20,110000000.0,295075882.0,LG/S,167100000.0,2015.0,both,130179072.0,The Divergent Series: Insurgent,tt2908446,119,6.2,211589.0,49.0,49.0,both
2004-02-25,25000000.0,622341924.0,,251558994.0,2004,left_only,370782930.0,The Passion of the Christ,tt0335345,127,7.2,211573.0,47.0,47.0,both
2002-12-27,30000000.0,306770545.0,,136083027.0,2002,left_only,170687518.0,Chicago,tt0299658,113,7.1,211372.0,32.0,32.0,both
2004-06-11,120000000.0,107212751.0,,49500000.0,2004,left_only,57712751.0,The Chronicles of Riddick,tt0296572,119,6.7,211244.0,37.0,37.0,both
2003-02-21,24000000.0,86765463.0,,11610463.0,2003,left_only,75155000.0,Old School,tt0302886,88,7.1,210763.0,33.0,33.0,both
2003-11-07,32000000.0,220678483.0,,46837892.0,2003,left_only,173840591.0,Elf,tt0319343,97,6.9,210547.0,34.0,34.0,both
2013-11-01,46500000.0,22254.0,Magn.,3500000.0,2013.0,both,3622.0,Mr. Nobody,tt0485947,141,7.8,210358.0,36.0,36.0,both
2015-02-27,65000000.0,168065700.0,,114202737.0,2015,left_only,53862963.0,Focus,tt2381941,105,6.6,210341.0,,,both
2015-09-25,40000000.0,197115710.0,WB,118800000.0,2015.0,both,75764672.0,The Intern,tt2361509,121,7.1,210184.0,,,both
2006-04-21,50000000.0,94704227.0,,47721595.0,2006,left_only,46982632.0,Silent Hill,tt0384537,125,6.5,210064.0,33.0,33.0,both
1998-12-11,26000000.0,279500000.0,,179182206.0,1998,left_only,100317794.0,Shakespeare in Love,tt0138097,123,7.1,210009.0,,,both
,,,SGem,67900000.0,2016.0,right_only,,Don't Breathe,tt4160708,88,7.1,209800.0,38.0,38.0,both
2008-10-10,67500000.0,118556530.0,,79161864.0,2008,left_only,39394666.0,Body of Lies,tt0758774,128,7.1,209085.0,44.0,44.0,both
1998-11-13,85000000.0,44650003.0,,0.0,1998,left_only,44650003.0,Meet Joe Black,tt0119643,178,7.2,208809.0,,,both
1993-12-25,11000000.0,9170214.0,,0.0,1993,left_only,9170214.0,What's Eating Gilbert Grape,tt0108550,118,7.8,208806.0,39.0,39.0,both
2008-07-18,52000000.0,615748772.0,,471618709.0,2008,left_only,144130063.0,Mamma Mia!,tt0795421,108,6.4,208604.0,32.0,32.0,both
1994-10-19,27000.0,3894240.0,,820812.0,1994,left_only,3073428.0,Clerks,tt0109445,92,7.7,208505.0,39.0,39.0,both
2011-01-21,25000000.0,149228078.0,Par.,78600000.0,2011.0,both,70662220.0,No Strings Attached,tt1411238,108,6.2,208294.0,40.0,40.0,both
2011-03-18,40000000.0,87145086.0,LGF,17000000.0,2011.0,both,58009200.0,The Lincoln Lawyer,tt1189340,118,7.3,208059.0,42.0,42.0,both
2010-07-09,40000000.0,127234389.0,Fox,75200000.0,2010.0,both,52000688.0,Predators,tt1424381,107,6.4,207812.0,37.0,37.0,both
2016-03-25,4500000.0,18019834.0,,8823556.0,2016,left_only,9196278.0,The Lobster,tt3464902,119,7.2,207464.0,38.0,38.0,both
1968-02-08,5800000.0,33395426.0,,0.0,1968,left_only,33395426.0,Planet of the Apes,tt0133152,119,5.7,207254.0,,,both
2001-07-27,100000000.0,362211740.0,,182200000.0,2001,left_only,180011740.0,Planet of the Apes,tt0133152,119,5.7,207254.0,,,both
2005-12-23,75000000.0,131492772.0,,84113682.0,2005,left_only,47379090.0,Munich,tt0408306,164,7.5,207063.0,42.0,42.0,both
2015-07-10,74000000.0,1160336173.0,Uni.,823400000.0,2015.0,both,336045770.0,Minions,tt2293640,91,6.4,206487.0,44.0,44.0,both
2015-05-29,110000000.0,456258539.0,WB (NL),318800000.0,2015.0,both,155190832.0,San Andreas,tt2126355,114,6.0,205889.0,38.0,38.0,both
2018-11-16,200000000.0,652220086.0,WB,494100000.0,2018.0,both,159555901.0,Fantastic Beasts: The Crimes of Grindelwald,tt4123430,134,6.6,205763.0,50.0,50.0,both
1980-07-04,3500000.0,83453539.0,,0.0,1980,left_only,83453539.0,Airplane!,tt0080339,88,7.7,205459.0,63.0,63.0,both
1996-12-13,80000000.0,101371017.0,,63600000.0,1996,left_only,37771017.0,Mars Attacks!,tt0116996,106,6.3,205406.0,,,both
1999-11-12,10000000.0,43948865.0,,13297443.0,1999,left_only,30651422.0,Dogma,tt0120655,130,7.3,204940.0,,,both
2019-03-22,20000000.0,254210310.0,,79203380.0,2019,left_only,175006930.0,Us,tt6857112,116,6.9,204906.0,40.0,40.0,both
2004-07-28,2500000.0,36028802.0,,9246486.0,2004,left_only,26782316.0,Garden State,tt0333766,102,7.4,204814.0,32.0,32.0,both
1998-09-11,250000.0,8969065.0,,8479845.0,1998,left_only,489220.0,Cube,tt0123755,90,7.2,204800.0,,,both
2016-11-25,12000000.0,149570720.0,Wein.,88600000.0,2016.0,both,51739495.0,Lion,tt3741834,118,8.0,204341.0,43.0,43.0,both
,,,Uni.,74600000.0,2011.0,right_only,,Cowboys & Aliens,tt0409847,119,6.0,203912.0,35.0,35.0,both
2003-02-14,80000000.0,182782518.0,,80239000.0,2003,left_only,102543518.0,Daredevil,tt0287978,103,5.3,203559.0,35.0,35.0,both
2003-02-07,50000000.0,178890782.0,,73083262.0,2003,left_only,105807520.0,How to Lose a Guy in 10 Days,tt0251127,116,6.4,203377.0,41.0,41.0,both
2013-01-11,60000000.0,104100903.0,WB,59200000.0,2013.0,both,46000903.0,Gangster Squad,tt1321870,113,6.7,202994.0,40.0,40.0,both
2016-07-29,120000000.0,416168316.0,Uni.,253100000.0,2016.0,both,162192920.0,Jason Bourne,tt4196776,123,6.6,202547.0,37.0,37.0,both
2013-06-28,150000000.0,205440387.0,Sony,132300000.0,2013.0,both,73103784.0,White House Down,tt2334879,131,6.4,201968.0,48.0,48.0,both
2005-12-28,15000000.0,87973835.0,,64883909.0,2005,left_only,23089926.0,Match Point,tt0416320,124,7.6,201780.0,36.0,36.0,both
2011-04-15,90000000.0,487519809.0,Fox,341000000.0,2011.0,both,143619809.0,Rio,tt1436562,96,6.9,201331.0,40.0,40.0,both
2015-03-13,2000000.0,23250755.0,RTWC,,2015.0,both,14674077.0,It Follows,tt3235888,100,6.8,201101.0,34.0,34.0,both
1993-09-10,12500000.0,12309980.0,,28980.0,1993,left_only,12281000.0,True Romance,tt0108399,119,7.9,200852.0,41.0,41.0,both
2012-02-10,85000000.0,208542162.0,Uni.,81700000.0,2012.0,both,126181630.0,Safe House,tt1599348,115,6.7,200668.0,40.0,40.0,both
2002-11-22,142000000.0,431942139.0,,271000000.0,2002,left_only,160942139.0,Die Another Day,tt0246460,133,6.1,200656.0,50.0,50.0,both
2017-11-10,55000000.0,345922730.0,,243096187.0,2017,left_only,102826543.0,Murder on the Orient Express,tt3402236,114,6.5,200545.0,48.0,48.0,both
2017-03-24,58000000.0,100929666.0,,70695644.0,2017,left_only,30234022.0,Life,tt5442430,104,6.6,199871.0,37.0,37.0,both
1999-04-16,75000000.0,73521587.0,,9459000.0,1999,left_only,64062587.0,Life,tt5442430,104,6.6,199871.0,37.0,37.0,both
2006-12-20,24000000.0,156229050.0,,85959151.0,2006,left_only,70269899.0,Rocky Balboa,tt0479143,102,7.1,199705.0,37.0,37.0,both
2003-04-11,56000000.0,195660942.0,,60100000.0,2003,left_only,135560942.0,Anger Management,tt0305224,106,6.3,199621.0,42.0,42.0,both
2008-06-20,80000000.0,226739416.0,,96420208.0,2008,left_only,130319208.0,Get Smart,tt0425061,110,6.5,199593.0,44.0,44.0,both
2009-07-24,38000000.0,205298907.0,,116383693.0,2009,left_only,88915214.0,The Ugly Truth,tt1142988,96,6.4,199495.0,36.0,36.0,both
2018-08-10,15000000.0,93017335.0,Focus,44000000.0,2018.0,both,49275340.0,BlacKkKlansman,tt7349662,135,7.5,199388.0,43.0,43.0,both
2012-04-06,50000000.0,236799211.0,Uni.,178000000.0,2012.0,both,56758835.0,American Reunion,tt1605630,113,6.7,199191.0,39.0,39.0,both
2004-12-03,35000000.0,116177695.0,,82189938.0,2004,left_only,33987757.0,Closer,tt0376541,104,7.2,198845.0,36.0,36.0,both
2009-09-18,100000000.0,236827677.0,,111957402.0,2009,left_only,124870275.0,Cloudy with a Chance of Meatballs,tt0844471,90,6.9,198717.0,52.0,52.0,both
1984-11-09,1800000.0,25504513.0,,0.0,1984,left_only,25504513.0,A Nightmare on Elm Street,tt0087800,91,7.5,198683.0,47.0,47.0,both
2010-04-30,35000000.0,117729621.0,,54654610.0,2010,left_only,63075011.0,A Nightmare on Elm Street,tt0087800,91,7.5,198683.0,47.0,47.0,both
1997-06-13,70000000.0,250700000.0,,151587899.0,1997,left_only,99112101.0,Hercules,tt0119282,93,7.3,198558.0,,,both
2014-07-25,100000000.0,243388614.0,,170700000.0,2014,left_only,72688614.0,Hercules,tt0119282,93,7.3,198558.0,,,both
2008-11-07,150000000.0,599680774.0,,419505894.0,2008,left_only,180174880.0,Madagascar: Escape 2 Africa,tt0479952,89,6.6,198533.0,51.0,51.0,both
1995-11-10,30000000.0,212400000.0,,104039937.0,1995,left_only,108360063.0,Ace Ventura: When Nature Calls,tt0112281,90,6.4,197925.0,43.0,43.0,both
2014-08-08,125000000.0,485004754.0,,293800000.0,2014,left_only,191204754.0,Teenage Mutant Ninja Turtles,tt1291150,101,5.8,197828.0,47.0,47.0,both
1990-03-30,13500000.0,202000000.0,,66734085.0,1990,left_only,135265915.0,Teenage Mutant Ninja Turtles,tt1291150,101,5.8,197828.0,47.0,47.0,both
2017-04-14,250000000.0,1234846267.0,Uni.,1010.0,2017.0,both,225764765.0,The Fate of the Furious,tt4630562,136,6.7,197618.0,61.0,61.0,both
2004-04-09,25000000.0,31635150.0,,17045706.0,2004,left_only,14589444.0,The Girl Next Door,tt0265208,109,6.7,197493.0,38.0,38.0,both
2016-06-03,20000000.0,208265198.0,WB (NL),152100000.0,2016.0,both,56245075.0,Me Before You,tt2674426,106,7.4,197487.0,45.0,45.0,both
2000-11-17,123000000.0,345141403.0,,85096578.0,2000,left_only,260044825.0,How the Grinch Stole Christmas,tt0170016,104,6.2,197368.0,44.0,44.0,both
2007-12-21,30000000.0,155769678.0,,102073870.0,2007,left_only,53695808.0,P.S. I Love You,tt0431308,126,7.0,197350.0,35.0,35.0,both
2013-06-07,3000000.0,91266581.0,Uni.,24900000.0,2013.0,both,64473115.0,The Purge,tt2184339,85,5.7,197179.0,46.0,46.0,both
2003-11-14,135000000.0,212912137.0,,118985751.0,2003,left_only,93926386.0,Master and Commander: The Far Side of the World,tt0311113,138,7.4,197103.0,50.0,50.0,both
2013-04-26,26000000.0,81275291.0,,31400000.0,2013,left_only,49875291.0,Pain & Gain,tt1980209,129,6.4,196904.0,40.0,40.0,both
1999-06-16,145000000.0,448191819.0,,277100000.0,1999,left_only,171091819.0,Tarzan,tt0120855,88,7.3,196873.0,,,both
2013-03-08,200000000.0,490359051.0,,255588055.0,2013,left_only,234770996.0,Oz the Great and Powerful,tt1623205,130,6.3,196803.0,45.0,45.0,both
2009-08-07,175000000.0,302469017.0,,152267519.0,2009,left_only,150201498.0,G.I. Joe: The Rise of Cobra,tt1046173,118,5.8,196305.0,39.0,39.0,both
2016-08-12,12000000.0,37584304.0,LGF,10900000.0,2016.0,both,27007844.0,Hell or High Water,tt2582782,102,7.6,195898.0,40.0,40.0,both
2004-11-12,25000000.0,115036108.0,,63359502.0,2004,left_only,51676606.0,Finding Neverland,tt0308644,106,7.7,195666.0,35.0,35.0,both
2006-08-04,7000000.0,57051053.0,,31026597.0,2006,left_only,26024456.0,The Descent,tt0435625,99,7.2,195651.0,41.0,41.0,both
,,,SPC,23800000.0,2017.0,right_only,,Call Me by Your Name,tt5726616,132,7.9,195594.0,47.0,47.0,both
2002-01-25,11000000.0,46060861.0,,4833792.0,2002,left_only,41227069.0,A Walk to Remember,tt0281358,101,7.4,195521.0,37.0,37.0,both
2001-08-03,90000000.0,347425832.0,,121261546.0,2001,left_only,226164286.0,Rush Hour 2,tt0266915,90,6.6,195410.0,39.0,39.0,both
2013-02-14,92000000.0,304249198.0,Fox,237300000.0,2013.0,both,67349198.0,A Good Day to Die Hard,tt1606378,98,5.3,194868.0,45.0,45.0,both
2008-08-22,65000000.0,72516819.0,,36200787.0,2008,left_only,36316032.0,Death Race,tt0452608,105,6.4,194728.0,39.0,39.0,both
2018-02-23,37000000.0,117378084.0,WB (NL),48500000.0,2018.0,both,69179066.0,Game Night,tt2704998,100,6.9,194710.0,40.0,40.0,both
2019-01-18,20000000.0,245303505.0,,134268500.0,2019,left_only,111035005.0,Glass,tt6823368,129,6.7,194645.0,37.0,37.0,both
1999-06-25,30000000.0,228641283.0,,65161488.0,1999,left_only,163479795.0,Big Daddy,tt0142342,93,6.4,194548.0,,,both
2001-06-15,94000000.0,273330185.0,,142186002.0,2001,left_only,131144183.0,Lara Croft: Tomb Raider,tt0146316,100,5.8,194263.0,,,both
2004-06-11,400000.0,46122713.0,,1581757.0,2004,left_only,44540956.0,Napoleon Dynamite,tt0374900,96,6.9,193843.0,26.0,26.0,both
,,,Wein.,,2017.0,right_only,,Wind River,tt5362988,107,7.7,193116.0,41.0,41.0,both
2000-09-29,30000000.0,136706683.0,,21051932.0,2000,left_only,115654751.0,Remember the Titans,tt0210945,113,7.8,193067.0,34.0,34.0,both
2008-06-13,60000000.0,162778384.0,,98271510.0,2008,left_only,64506874.0,The Happening,tt0949731,91,5.0,192433.0,37.0,37.0,both
2000-12-27,48000000.0,208300000.0,,84192524.0,2000,left_only,124107476.0,Traffic,tt0181865,147,7.6,192296.0,38.0,38.0,both
2004-12-17,100000000.0,212956024.0,,94328907.0,2004,left_only,118627117.0,Lemony Snicket's A Series of Unfortunate Events,tt0339291,108,6.8,192081.0,48.0,48.0,both
1988-06-03,18000000.0,151668774.0,,36700000.0,1988,left_only,114968774.0,Big,tt0094737,104,7.3,191971.0,35.0,35.0,both
2002-07-25,63000000.0,296338663.0,,83220874.0,2002,left_only,213117789.0,Austin Powers in Goldmember,tt0295178,94,6.2,191806.0,46.0,46.0,both
2015-09-18,65000000.0,221297061.0,,177814791.0,2015,left_only,43482270.0,Everest,tt2719848,121,7.1,191668.0,34.0,34.0,both
2013-01-25,50000000.0,214949716.0,,159246241.0,2013,left_only,55703475.0,Hansel & Gretel: Witch Hunters,tt1428538,88,6.1,191311.0,43.0,43.0,both
2016-12-25,25000000.0,231771716.0,Fox,66300000.0,2016.0,both,169607287.0,Hidden Figures,tt4846340,127,7.8,191222.0,42.0,42.0,both
2009-11-13,40000000.0,47083412.0,,26080493.0,2009,left_only,21002919.0,Fantastic Mr. Fox,tt0432283,87,7.9,191150.0,37.0,37.0,both
1996-02-16,10000000.0,41004412.0,,2380952.0,1996,left_only,38623460.0,Happy Gilmore,tt0116483,92,7.0,191141.0,,,both
2013-08-02,61000000.0,132493015.0,Uni.,56300000.0,2013.0,both,75612460.0,2 Guns,tt1272878,109,6.7,191129.0,36.0,36.0,both
2009-03-20,40000000.0,92302502.0,,20289492.0,2009,left_only,72013010.0,"I Love You, Man",tt1155056,105,7.0,191019.0,35.0,35.0,both
2012-12-21,40000000.0,169590606.0,LG/S,161300000.0,2012.0,both,19019882.0,The Impossible,tt1649419,114,7.6,190831.0,44.0,44.0,both
1990-07-13,22000000.0,517600000.0,,299968694.0,1990,left_only,217631306.0,Ghost,tt0099653,127,7.0,190755.0,,,both
2003-08-01,55000000.0,126425115.0,,22070910.0,2003,left_only,104354205.0,American Wedding,tt0328828,96,6.3,190646.0,43.0,43.0,both
1984-06-08,11000000.0,148199515.0,,31056.0,1984,left_only,148168459.0,Gremlins,tt0087363,106,7.3,190612.0,41.0,41.0,both
2007-02-23,32000000.0,77593167.0,,42400000.0,2007,left_only,35193167.0,The Number 23,tt0481369,98,6.4,190468.0,38.0,38.0,both
2017-03-31,110000000.0,167910690.0,,127347133.0,2017,left_only,40563557.0,Ghost in the Shell,tt1219827,107,6.3,190282.0,53.0,53.0,both
2008-12-26,45000000.0,79604820.0,,56653480.0,2008,left_only,22951340.0,Revolutionary Road,tt0959337,119,7.3,190076.0,36.0,36.0,both
2009-02-06,60000000.0,126037057.0,,50750828.0,2009,left_only,75286229.0,Coraline,tt0327597,100,7.7,189312.0,40.0,40.0,both
2008-05-16,225000000.0,417341288.0,,275719798.0,2008,left_only,141621490.0,The Chronicles of Narnia: Prince Caspian,tt0499448,150,6.5,189278.0,44.0,44.0,both
1999-06-30,21000000.0,52037603.0,,0.0,1999,left_only,52037603.0,"South Park: Bigger, Longer & Uncut",tt0158983,81,7.7,189160.0,40.0,40.0,both
2011-06-24,19000000.0,215448997.0,Sony,115900000.0,2011.0,both,100292856.0,Bad Teacher,tt1284575,92,5.6,189034.0,40.0,40.0,both
,,,ORF,14500000.0,2014.0,right_only,,Chef,tt2883512,114,7.3,188672.0,40.0,40.0,both
2014-11-28,2000000.0,7482387.0,IFC,9300000.0,2014.0,both,950792.0,The Babadook,tt2321549,94,6.8,188626.0,29.0,29.0,both
1998-12-18,65000000.0,250800000.0,,134978505.0,1998,left_only,115821495.0,You've Got Mail,tt0128853,119,6.6,188442.0,,,both
2013-05-31,130000000.0,251499665.0,Sony,183300000.0,2013.0,both,60522097.0,After Earth,tt1815862,100,4.8,188437.0,46.0,46.0,both
2013-07-26,18000000.0,102912961.0,SPC,64099999.0,2013.0,both,33404871.0,Blue Jasmine,tt2334873,98,7.3,188106.0,44.0,44.0,both
2010-09-03,12500000.0,46370970.0,Fox,17500000.0,2010.0,both,26593646.0,Machete,tt0985694,105,6.6,187820.0,33.0,33.0,both
2000-12-15,65000000.0,374105123.0,,191300000.0,2000,left_only,182805123.0,What Women Want,tt0207201,127,6.4,187750.0,39.0,39.0,both
2011-04-08,30000000.0,65343694.0,Focus,23500000.0,2011.0,both,40259119.0,Hanna,tt0993842,111,6.8,186908.0,30.0,30.0,both
2006-01-20,45000000.0,113417762.0,,51098887.0,2006,left_only,62318875.0,Underworld: Evolution,tt0401855,106,6.7,186598.0,39.0,39.0,both
2012-07-13,95000000.0,879765137.0,Fox,715900000.0,2012.0,both,161321843.0,Ice Age: Continental Drift,tt1667889,88,6.6,186490.0,52.0,52.0,both
,,,SPC,27600000.0,2010.0,right_only,,The Secret in Their Eyes,tt1305806,129,8.2,186203.0,44.0,44.0,both
2013-06-07,58000000.0,93672764.0,Fox,48800000.0,2013.0,both,44672764.0,The Internship,tt2234155,119,6.3,186115.0,40.0,40.0,both
2009-07-24,20000000.0,78769428.0,,37173177.0,2009,left_only,41596251.0,Orphan,tt1148204,123,6.9,186099.0,49.0,49.0,both
,,,SPC,,2012.0,right_only,,The Raid: Redemption,tt1899353,101,7.6,186063.0,42.0,42.0,both
2016-02-19,3500000.0,40454520.0,A24,15300000.0,2016.0,both,25138705.0,The Witch,tt4263482,92,6.9,185977.0,42.0,42.0,both
1992-11-13,40000000.0,215862692.0,,133339902.0,1992,left_only,82522790.0,Bram Stoker's Dracula,tt0103874,128,7.4,185751.0,46.0,46.0,both
2013-03-22,135000000.0,573068425.0,Fox,400000000.0,2013.0,both,187168425.0,The Croods,tt0481499,98,7.2,185618.0,48.0,48.0,both
2017-05-12,175000000.0,139630336.0,WB,109500000.0,2017.0,both,39175066.0,King Arthur: Legend of the Sword,tt1972591,126,6.7,185397.0,49.0,49.0,both
2012-03-02,12000000.0,103028188.0,WB,48000000.0,2012.0,both,54731865.0,Project X,tt1636826,88,6.6,185235.0,36.0,36.0,both
2008-11-21,150000000.0,328015029.0,,213961450.0,2008,left_only,114053579.0,Bolt,tt0397892,96,6.8,184718.0,43.0,43.0,both
1998-02-27,27000000.0,27257061.0,,12821985.0,1998,left_only,14435076.0,Dark City,tt0118929,100,7.6,184202.0,,,both
2018-03-16,90000000.0,273477501.0,WB,216400000.0,2018.0,both,58250803.0,Tomb Raider,tt1365519,119,6.3,183773.0,37.0,37.0,both
2005-04-29,45000000.0,102746214.0,,51727102.0,2005,left_only,51019112.0,The Hitchhiker's Guide to the Galaxy,tt0371724,109,6.8,183530.0,38.0,38.0,both
1985-12-18,15000000.0,9932146.0,,3011.0,1985,left_only,9929135.0,Brazil,tt0088846,132,7.9,183396.0,38.0,38.0,both
1996-10-18,44000000.0,165600852.0,,112300000.0,1996,left_only,53300852.0,Sleepers,tt0117665,147,7.6,182941.0,,,both
2004-09-10,50000000.0,125168734.0,,74428656.0,2004,left_only,50740078.0,Resident Evil: Apocalypse,tt0318627,94,6.2,182654.0,38.0,38.0,both
2011-12-09,21000000.0,81452811.0,,57303418.0,2011,left_only,24149393.0,Tinker Tailor Soldier Spy,tt1340800,122,7.1,182597.0,45.0,45.0,both
2009-06-12,110000000.0,152364370.0,,86912058.0,2009,left_only,65452312.0,The Taking of Pelham 123,tt1111422,106,6.4,182122.0,41.0,41.0,both
2000-12-22,45000000.0,213420951.0,,106613284.0,2000,left_only,106807667.0,Miss Congeniality,tt0212346,109,6.2,181567.0,48.0,48.0,both
1983-04-15,375000.0,29400000.0,,27000000.0,1983,left_only,2400000.0,The Evil Dead,tt0083907,85,7.5,180999.0,53.0,53.0,both
2010-11-12,95000000.0,165720921.0,Fox,86200000.0,2010.0,both,81562942.0,Unstoppable,tt0477080,98,6.8,180797.0,42.0,42.0,both
2012-02-10,30000000.0,197618160.0,SGem,71100000.0,2012.0,both,125014030.0,The Vow,tt1606389,104,6.8,180578.0,42.0,42.0,both
2007-09-21,45000000.0,149871103.0,,99222424.0,2007,left_only,50648679.0,Resident Evil: Extinction,tt0432021,94,6.3,180136.0,40.0,40.0,both
,,,Fox,186300000.0,2016.0,right_only,,Assassin's Creed,tt2094766,115,5.7,180117.0,36.0,36.0,both
,,,BST,16900000.0,2016.0,right_only,,Captain Fantastic,tt3553976,118,7.9,179903.0,40.0,40.0,both
2016-09-23,90000000.0,162525156.0,,69092501.0,2016,left_only,93432655.0,The Magnificent Seven,tt2404435,132,6.9,179900.0,39.0,39.0,both
2010-12-29,1000000.0,16566240.0,Wein.,2600000.0,2010.0,both,9737892.0,Blue Valentine,tt1120985,112,7.4,179705.0,39.0,39.0,both
,,,LG/S,101100000.0,2017.0,right_only,,The Hitman's Bodyguard,tt1959563,118,6.9,179144.0,44.0,44.0,both
2010-05-21,165000000.0,756244673.0,P/DW,513900000.0,2010.0,both,238736787.0,Shrek Forever After,tt0892791,93,6.3,179122.0,57.0,57.0,both
2011-12-02,6500000.0,20412841.0,FoxS,13800000.0,2011.0,both,4002293.0,Shame,tt1723811,101,7.2,179085.0,32.0,32.0,both
2015-06-26,68000000.0,217214143.0,Uni.,135200000.0,2015.0,both,81476385.0,Ted 2,tt2637276,115,6.3,178917.0,33.0,33.0,both
2004-07-30,9000000.0,18225165.0,,0.0,2004,left_only,18225165.0,Harold & Kumar Go to White Castle,tt0366551,88,7.1,178683.0,41.0,41.0,both
2012-03-30,150000000.0,305270083.0,WB,221600000.0,2012.0,both,83670083.0,Wrath of the Titans,tt1646987,99,5.7,178628.0,43.0,43.0,both
2016-07-08,75000000.0,886750534.0,Uni.,507100000.0,2016.0,both,368384330.0,The Secret Life of Pets,tt2709768,87,6.5,178095.0,52.0,52.0,both
2001-07-13,18000000.0,141809235.0,,45315809.0,2001,left_only,96493426.0,Legally Blonde,tt0250494,96,6.3,178004.0,41.0,41.0,both
2010-11-19,30000000.0,67255916.0,LGF,46300000.0,2010.0,both,21148651.0,The Next Three Days,tt1458175,133,7.4,177787.0,39.0,39.0,both
2004-03-12,40000000.0,92111551.0,,44153520.0,2004,left_only,47958031.0,Secret Window,tt0363988,96,6.6,177746.0,37.0,37.0,both
1980-06-20,27000000.0,57229890.0,,0.0,1980,left_only,57229890.0,The Blues Brothers,tt0080455,133,7.9,177280.0,39.0,39.0,both
1997-12-19,110000000.0,339504276.0,,214200000.0,1997,left_only,125304276.0,Tomorrow Never Dies,tt0120347,119,6.5,177055.0,,,both
2005-09-09,200000.0,44701.0,,0.0,2005,left_only,44701.0,Side Effects,tt2053463,106,7.1,176822.0,38.0,38.0,both
2013-02-08,30000000.0,66742138.0,,34569381.0,2013,left_only,32172757.0,Side Effects,tt2053463,106,7.1,176822.0,38.0,38.0,both
1999-12-24,40000000.0,128792135.0,,47500000.0,1999,left_only,81292135.0,The Talented Mr. Ripley,tt0134119,139,7.4,176568.0,,,both
2010-06-23,117000000.0,258751370.0,,182328335.0,2010,left_only,76423035.0,Knight and Day,tt1013743,109,6.3,176415.0,43.0,43.0,both
2004-10-22,17000000.0,109793192.0,,38290889.0,2004,left_only,71502303.0,Sideways,tt0375063,127,7.5,176169.0,36.0,36.0,both
2007-12-07,205000000.0,367262558.0,,297154830.0,2007,left_only,70107728.0,The Golden Compass,tt0385752,113,6.1,175971.0,38.0,38.0,both
1995-07-28,175000000.0,264246220.0,,176000000.0,1995,left_only,88246220.0,Waterworld,tt0114898,135,6.2,175748.0,,,both
1997-07-25,85000000.0,315268353.0,,142311944.0,1997,left_only,172956409.0,Air Force One,tt0118571,124,6.5,175740.0,,,both
2007-04-06,53000000.0,50187789.0,,25156752.0,2007,left_only,25031037.0,Grindhouse,tt0462322,191,7.5,175692.0,25.0,25.0,both
1999-03-05,11000000.0,76238901.0,,37573641.0,1999,left_only,38665260.0,Cruel Intentions,tt0139134,97,6.8,175491.0,,,both
2019-09-20,49800000.0,0.0,,0.0,2019,left_only,0.0,Ad Astra,tt2935510,123,6.6,175434.0,48.0,48.0,both
2009-04-17,40000000.0,139474906.0,,75307837.0,2009,left_only,64167069.0,17 Again,tt0974661,102,6.3,175133.0,45.0,45.0,both
