,studio,year,Movie_title,tconst,runtimeMinutes,averageRating,numVotes,region,language,Release_Date,Movie_Name,Production_Budget,Gross_Domestic,Gross_Worldwide,_merge,Gross_Foreign_Only
3291,LG/S,2017.0,The Shack,tt2872518,132,6.3,29203.0,43.0,43.0,"Mar 3, 2017",The Shack,20000000.0,57386418.0,96908458.0,both,39522040.0
3293,,2002.0,White Oleander,tt0283139,109,7.1,29165.0,31.0,31.0,"Oct 11, 2002",White Oleander,16000000.0,16357770.0,21657770.0,both,5300000.0
3294,,2006.0,Feast,tt0426459,95,6.3,29163.0,23.0,23.0,"Sep 22, 2006",Feast,3200000.0,56131.0,690872.0,both,634741.0
3295,,2006.0,Imagine Me & You,tt0421994,90,6.8,29084.0,28.0,28.0,"Jan 27, 2006",Imagine Me & You,7900000.0,672243.0,3129471.0,both,2457228.0
3298,Wein.,2014.0,The Immigrant,tt1951181,120,6.6,28965.0,42.0,42.0,"May 16, 2014",The Immigrant,16000000.0,2013456.0,7585011.0,both,5571555.0
3299,Magn.,2014.0,The Two Faces of January,tt1976000,96,6.2,28922.0,30.0,30.0,,,,,,left_only,13000000.0
3300,Cohen,2013.0,In the House,tt1964624,105,7.4,28903.0,39.0,39.0,,,,,,left_only,11500000.0
3301,ORF,2017.0,Sleepless,tt2072233,95,5.6,28890.0,22.0,22.0,"Jan 11, 2017",Sleepless,30000000.0,20783704.0,33296659.0,both,12512955.0
3302,,1996.0,Michael Collins,tt0117039,133,7.2,28867.0,,,"Oct 11, 1996",Michael Collins,25000000.0,11092559.0,27572844.0,both,16480285.0
3303,,2002.0,Barbershop,tt0303714,102,6.3,28863.0,28.0,28.0,"Sep 13, 2002",Barbershop,12000000.0,75781642.0,77063461.0,both,1281819.0
3304,,2012.0,Replicas,tt4154916,107,5.5,28789.0,29.0,29.0,"Oct 25, 2018",Replicas,30000000.0,4046429.0,9037427.0,both,4990998.0
3305,,2012.0,Replicas,tt4154916,107,5.5,28789.0,29.0,29.0,"Nov 9, 2012",Replicas,4000000.0,0.0,0.0,both,0.0
3306,,2012.0,After,tt4126476,105,5.4,28781.0,33.0,33.0,"Apr 12, 2019",After,14000000.0,12138565.0,58090525.0,both,45951960.0
3307,,2012.0,After,tt4126476,105,5.4,28781.0,33.0,33.0,Unknown,After,650000.0,0.0,0.0,both,0.0
3308,SPC,2015.0,The Diary of a Teenage Girl,tt3172532,102,6.9,28759.0,22.0,22.0,"Aug 7, 2015",The Diary of a Teenage Girl,2000000.0,1477002.0,2279959.0,both,802957.0
3309,,2009.0,Obsessed,tt1198138,108,5.0,28756.0,24.0,24.0,"Apr 24, 2009",Obsessed,20000000.0,68261644.0,73964713.0,both,5703069.0
3310,,2003.0,Kangaroo Jack,tt0257568,89,4.4,28736.0,26.0,26.0,"Jan 17, 2003",Kangaroo Jack,60000000.0,66723216.0,90558582.0,both,23835366.0
3311,,1998.0,Gods and Monsters,tt0120684,105,7.4,28689.0,,,"Nov 6, 1998",Gods and Monsters,3500000.0,6451628.0,6451628.0,both,0.0
3312,,1980.0,Popeye,tt0081353,114,5.3,28647.0,27.0,27.0,"Dec 12, 1980",Popeye,20000000.0,49823037.0,49823037.0,both,0.0
3313,,2005.0,Are We There Yet?,tt0368578,95,4.7,28643.0,25.0,25.0,"Jan 21, 2005",Are We There Yet?,20000000.0,82674398.0,98114471.0,both,15440073.0
3314,,2006.0,School for Scoundrels,tt0462519,100,5.9,28552.0,34.0,34.0,"Sep 29, 2006",School for Scoundrels,20000000.0,17807569.0,17807569.0,both,0.0
3315,,1984.0,Firestarter,tt0087262,114,6.1,28531.0,38.0,38.0,"May 11, 1984",Firestarter,15000000.0,15136870.0,15136870.0,both,0.0
3316,,2005.0,An Unfinished Life,tt0350261,108,7.0,28423.0,35.0,35.0,"Sep 9, 2005",An Unfinished Life,30000000.0,8535575.0,18535575.0,both,10000000.0
3318,Focus,2018.0,Boy Erased,tt7008872,115,6.9,28419.0,28.0,28.0,"Nov 2, 2018",Boy Erased,11000000.0,6788692.0,11862650.0,both,5073958.0
3319,LGF,2018.0,Winchester,tt1072748,99,5.4,28403.0,45.0,45.0,"Feb 2, 2018",Winchester,3500000.0,25091816.0,45960255.0,both,20868439.0
3320,,2009.0,Pontypool,tt1226681,93,6.6,28377.0,16.0,16.0,"May 29, 2009",Pontypool,1500000.0,3865.0,31916.0,both,28051.0
3321,SPC,2010.0,Micmacs,tt1149361,105,7.2,28366.0,31.0,31.0,"May 28, 2010",Micmacs,42000000.0,1259693.0,18821576.0,both,17561883.0
3322,LGF,2013.0,Instructions Not Included,tt2378281,115,7.5,28335.0,,,,,,,,left_only,54600000.0
3323,,2002.0,Undisputed,tt0281322,94,6.2,28283.0,31.0,31.0,"Aug 23, 2002",Undisputed,20000000.0,12398628.0,12398628.0,both,0.0
3324,FD,2012.0,Playing for Keeps,tt1540128,105,5.7,28233.0,35.0,35.0,"Dec 7, 2012",Playing for Keeps,35000000.0,13103272.0,27805632.0,both,14702360.0
3325,FD,2012.0,Playing for Keeps,tt1540128,105,5.7,28233.0,35.0,35.0,"Oct 3, 1986",Playing for Keeps,35000000.0,2000000.0,2000000.0,both,0.0
3326,,2004.0,Anacondas: The Hunt for the Blood Orchid,tt0366174,97,4.7,28222.0,38.0,38.0,"Aug 27, 2004",Anacondas: The Hunt for the Blood Orchid,25000000.0,31526393.0,70326393.0,both,38800000.0
3327,,2000.0,The Art of War,tt0160009,117,5.7,28172.0,28.0,28.0,"Aug 25, 2000",The Art of War,40000000.0,30199105.0,30199105.0,both,0.0
3328,,2007.0,Hatchet,tt0422401,85,5.7,28150.0,19.0,19.0,"Sep 7, 2007",Hatchet,1500000.0,175281.0,240396.0,both,65115.0
3329,,1995.0,Nixon,tt0113987,192,7.1,28133.0,,,"Dec 20, 1995",Nixon,45000000.0,13668249.0,34668249.0,both,21000000.0
3330,,2009.0,Sorority Row,tt1232783,101,5.1,28087.0,35.0,35.0,"Sep 11, 2009",Sorority Row,12500000.0,11965282.0,26735797.0,both,14770515.0
3331,,2001.0,Antitrust,tt0218817,108,6.1,28078.0,30.0,30.0,"Jan 12, 2001",Antitrust,30000000.0,10965209.0,17865209.0,both,6900000.0
3332,,1998.0,The Big Hit,tt0120609,91,6.1,28004.0,,,"Apr 24, 1998",The Big Hit,13000000.0,27066941.0,27066941.0,both,0.0
3333,,2009.0,Taking Woodstock,tt1127896,120,6.7,27978.0,27.0,27.0,"Aug 26, 2009",Taking Woodstock,29000000.0,7460204.0,10066366.0,both,2606162.0
3334,,2018.0,Holmes & Watson,tt1255919,90,3.8,27928.0,28.0,28.0,"Dec 20, 2018",Holmes & Watson,42000000.0,30568743.0,41926605.0,both,11357862.0
3336,Fox,2018.0,The Hate U Give,tt5580266,133,7.4,27878.0,23.0,23.0,"Oct 5, 2018",The Hate U Give,23000000.0,29719483.0,35067665.0,both,5348182.0
3338,LGF,2017.0,The Glass Castle,tt2378507,127,7.1,27866.0,,,,,,,,left_only,4600000.0
3339,,2003.0,My Boss's Daughter,tt0270980,86,4.7,27843.0,32.0,32.0,"Aug 22, 2003",My Boss's Daughter,14000000.0,15549702.0,15565357.0,both,15655.0
3340,,1999.0,Pushing Tin,tt0120797,124,6.0,27843.0,,,"Apr 23, 1999",Pushing Tin,33000000.0,8408835.0,8408835.0,both,0.0
3341,,2005.0,The Perfect Man,tt0380623,100,5.5,27817.0,23.0,23.0,"Jun 17, 2005",The Perfect Man,10000000.0,16535005.0,19535005.0,both,3000000.0
3343,,2004.0,Club Dread,tt0331953,104,5.7,27792.0,23.0,23.0,"Feb 27, 2004",Club Dread,8500000.0,5001655.0,7573551.0,both,2571896.0
3344,,1992.0,Howards End,tt0104454,142,7.4,27777.0,32.0,32.0,"Mar 13, 1992",Howards End,8000000.0,26124872.0,26317849.0,both,192977.0
3345,SPC,2016.0,Julieta,tt4326444,99,7.1,27773.0,31.0,31.0,,,,,,left_only,21000000.0
3346,,2007.0,Fido,tt0457572,93,6.7,27770.0,19.0,19.0,"Jun 15, 2007",Fido,8000000.0,298110.0,456814.0,both,158704.0
3347,,2006.0,Pulse,tt0454919,90,4.8,27728.0,33.0,33.0,"Aug 11, 2006",Pulse,20500000.0,20264436.0,30241435.0,both,9976999.0
3349,,2006.0,Last Holiday,tt0408985,112,6.4,27691.0,24.0,24.0,"Jan 13, 2006",Last Holiday,45000000.0,38399961.0,43343247.0,both,4943286.0
3350,,1984.0,Body Double,tt0086984,114,6.8,27646.0,34.0,34.0,"Oct 26, 1984",Body Double,10000000.0,8801940.0,8801940.0,both,0.0
3351,,1989.0,Henry V,tt0097499,137,7.5,27623.0,,,"Nov 8, 1989",Henry V,9000000.0,10161099.0,10176701.0,both,15602.0
3352,,1987.0,La Bamba,tt0093378,108,6.9,27612.0,20.0,20.0,"Jul 24, 1987",La Bamba,6500000.0,54215416.0,54215416.0,both,0.0
3353,,2019.0,The Professor and the Madman,tt5932728,124,7.3,27590.0,33.0,33.0,"Mar 15, 2019",The Professor and the Madman,25000000.0,0.0,6192757.0,both,6192757.0
3354,,2001.0,Hardball,tt0180734,106,6.4,27589.0,25.0,25.0,"Sep 14, 2001",Hardball,21000000.0,40222729.0,43728560.0,both,3505831.0
3355,Uni.,2016.0,My Big Fat Greek Wedding 2,tt3760922,94,6.0,27579.0,34.0,34.0,"Mar 23, 2016",My Big Fat Greek Wedding 2,18000000.0,59689605.0,92096558.0,both,32406953.0
3356,WB,2018.0,The 15:17 to Paris,tt6802308,94,5.2,27471.0,41.0,41.0,"Feb 9, 2018",The 15:17 to Paris,30000000.0,36276286.0,56096200.0,both,19819914.0
3357,,2006.0,Miss Potter,tt0482546,88,6.9,27432.0,23.0,23.0,"Dec 29, 2006",Miss Potter,30000000.0,3005605.0,35891257.0,both,32885652.0
3358,,2006.0,Tsotsi,tt0468565,94,7.2,27409.0,22.0,22.0,"Feb 24, 2006",Tsotsi,3000000.0,2912606.0,11537539.0,both,8624933.0
3359,,2000.0,You Can Count on Me,tt0203230,111,7.5,27401.0,32.0,32.0,"Nov 10, 2000",You Can Count on Me,1200000.0,9180275.0,10827356.0,both,1647081.0
3360,,1996.0,Lone Star,tt0116905,135,7.4,27397.0,,,"Jun 21, 1996",Lone Star,5000000.0,12961389.0,12961389.0,both,0.0
3361,,2001.0,The Tailor of Panama,tt0236784,109,6.1,27384.0,36.0,36.0,"Mar 30, 2001",The Tailor of Panama,18000000.0,13491653.0,27491653.0,both,14000000.0
3364,MNE,2012.0,A Little Bit of Heaven,tt1440161,106,6.3,27348.0,35.0,35.0,"Feb 9, 2012",A Little Bit of Heaven,12500000.0,10011.0,1100287.0,both,1090276.0
3365,,2007.0,Things We Lost in the Fire,tt0469623,118,7.2,27321.0,27.0,27.0,"Oct 19, 2007",Things We Lost in the Fire,16000000.0,3287315.0,8120148.0,both,4832833.0
3366,,1995.0,Virtuosity,tt0114857,106,5.6,27299.0,,,"Aug 4, 1995",Virtuosity,30000000.0,23998226.0,23998226.0,both,0.0
3367,,2005.0,The Greatest Game Ever Played,tt0388980,120,7.4,27294.0,23.0,23.0,"Sep 30, 2005",The Greatest Game Ever Played,25000000.0,15331289.0,15468266.0,both,136977.0
3369,SPC,2010.0,Another Year,tt1431181,129,7.3,27249.0,29.0,29.0,"Dec 29, 2010",Another Year,8000000.0,3205706.0,20005613.0,both,16799907.0
3370,,2011.0,Weekend,tt1714210,97,7.6,27243.0,22.0,22.0,"Sep 23, 2011",Weekend,190000.0,484592.0,1577585.0,both,1092993.0
3371,RAtt.,2011.0,The Conspirator,tt0968264,122,6.9,27230.0,33.0,33.0,"Apr 15, 2011",The Conspirator,25000000.0,11538204.0,15907411.0,both,4369207.0
3372,Uni.,2010.0,Nanny McPhee Returns,tt1415283,109,6.1,27192.0,37.0,37.0,,,,,,left_only,64200000.0
3373,,1996.0,Thinner,tt0117894,93,5.8,27192.0,,,"Oct 25, 1996",Thinner,14000000.0,15171475.0,15171475.0,both,0.0
3374,,2010.0,The Oxford Murders,tt0488604,104,6.1,27169.0,27.0,27.0,"Aug 6, 2010",The Oxford Murders,10000000.0,4803.0,17704131.0,both,17699328.0
3375,,1993.0,Jason Goes to Hell: The Final Friday,tt0107254,87,4.2,27149.0,41.0,41.0,"Aug 13, 1993",Jason Goes to Hell: The Final Friday,3000000.0,15935068.0,15935068.0,both,0.0
3376,,2008.0,Rogue,tt0479528,99,6.2,27118.0,37.0,37.0,"Apr 25, 2008",Rogue,23000000.0,10452.0,4673377.0,both,4662925.0
3377,,1997.0,Money Talks,tt0119695,97,6.2,27062.0,,,"Aug 22, 1997",Money Talks,25000000.0,41076865.0,41076865.0,both,0.0
3378,,1998.0,Mighty Joe Young,tt0120751,114,5.6,27010.0,,,"Dec 25, 1998",Mighty Joe Young,80000000.0,50632037.0,50632037.0,both,0.0
3379,,2002.0,Rabbit-Proof Fence,tt0252444,94,7.4,26991.0,31.0,31.0,"Nov 29, 2002",Rabbit-Proof Fence,7000000.0,6199600.0,16866928.0,both,10667328.0
3380,,2004.0,Confessions of a Teenage Drama Queen,tt0361467,89,4.6,26939.0,28.0,28.0,"Feb 20, 2004",Confessions of a Teenage Drama Queen,15000000.0,29331068.0,33118854.0,both,3787786.0
3381,,1993.0,Fortress,tt0106950,95,5.9,26934.0,27.0,27.0,"Sep 3, 1993",Fortress,12000000.0,6730578.0,46730578.0,both,40000000.0
3382,,1998.0,A Civil Action,tt0120633,115,6.6,26917.0,,,"Dec 25, 1998",A Civil Action,60000000.0,56709981.0,56709981.0,both,0.0
3383,,1998.0,Primary Colors,tt0119942,143,6.6,26885.0,,,"Mar 20, 1998",Primary Colors,65000000.0,39017984.0,39017984.0,both,0.0
3384,,2009.0,12 Rounds,tt1160368,108,5.6,26859.0,35.0,35.0,"Mar 27, 2009",12 Rounds,20000000.0,12234694.0,17306648.0,both,5071954.0
3385,,2002.0,The Quiet American,tt0258068,101,7.0,26852.0,35.0,35.0,"Nov 22, 2002",The Quiet American,20000000.0,12987647.0,26348203.0,both,13360556.0
3386,,2013.0,The Lords of Salem,tt1731697,101,5.1,26822.0,22.0,22.0,"Apr 19, 2013",The Lords of Salem,1500000.0,1165881.0,1541131.0,both,375250.0
3388,Fox,2018.0,The Darkest Minds,tt4073790,104,5.7,26743.0,36.0,36.0,"Aug 3, 2018",The Darkest Minds,34000000.0,12695691.0,38361428.0,both,25665737.0
3390,,2004.0,Torque,tt0329691,84,4.1,26694.0,31.0,31.0,"Jan 16, 2004",Torque,40000000.0,21176322.0,46176322.0,both,25000000.0
3391,Trib.,2014.0,Palo Alto,tt2479800,100,6.2,26692.0,18.0,18.0,"May 9, 2014",Palo Alto,1000000.0,767732.0,1156309.0,both,388577.0
3392,,1986.0,The Texas Chainsaw Massacre 2,tt0092076,101,5.6,26668.0,39.0,39.0,"Aug 22, 1986",The Texas Chainsaw Massacre 2,4700000.0,8025872.0,8025872.0,both,0.0
3394,ORF,2017.0,Home Again,tt5719700,97,5.8,26578.0,39.0,39.0,"Sep 8, 2017",Home Again,15000000.0,27020284.0,37336874.0,both,10316590.0
3395,,2007.0,A Mighty Heart,tt0829459,108,6.6,26570.0,29.0,29.0,"Jun 22, 2007",A Mighty Heart,15000000.0,9176787.0,19153568.0,both,9976781.0
3396,,2012.0,A Lonely Place to Die,tt1422136,99,6.2,26563.0,19.0,19.0,"Nov 11, 2011",A Lonely Place to Die,4000000.0,0.0,442550.0,both,442550.0
3397,UTV,2011.0,Delhi Belly,tt1934231,103,7.6,26534.0,7.0,7.0,,,,,,left_only,15200000.0
3398,A24,2016.0,Equals,tt3289728,101,6.1,26529.0,26.0,26.0,,,,,,left_only,2100000.0
3399,,1998.0,The Replacement Killers,tt0120008,87,6.2,26516.0,,,"Feb 6, 1998",The Replacement Killers,30000000.0,19035741.0,19035741.0,both,0.0
3400,,2008.0,The Sisterhood of the Traveling Pants 2,tt1018785,119,6.2,26514.0,26.0,26.0,"Aug 6, 2008",The Sisterhood of the Traveling Pants 2,27000000.0,44089964.0,44270131.0,both,180167.0
3401,,2006.0,Friends with Money,tt0436331,88,5.7,26504.0,31.0,31.0,"Apr 7, 2006",Friends with Money,6500000.0,13368437.0,18110152.0,both,4741715.0
3402,IFC,2011.0,Heartbeats,tt1600524,101,7.1,26497.0,33.0,33.0,,,,,,left_only,520000.0
3406,,2000.0,Pollock,tt0183659,122,7.0,26449.0,21.0,21.0,"Dec 15, 2000",Pollock,6000000.0,8596914.0,10557291.0,both,1960377.0
3407,,2004.0,Raise Your Voice,tt0361696,107,5.9,26422.0,28.0,28.0,"Oct 8, 2004",Raise Your Voice,15000000.0,10411980.0,14811980.0,both,4400000.0
3408,BV,2018.0,The Nutcracker and the Four Realms,tt5523010,99,5.5,26415.0,45.0,45.0,"Oct 31, 2018",The Nutcracker and the Four Realms,132900000.0,54858851.0,170024300.0,both,115165449.0
3411,Magn.,2015.0,Serena,tt1247690,109,5.4,26243.0,31.0,31.0,,,,,,left_only,4900000.0
3412,First,2010.0,Leaves of Grass,tt1151359,105,6.4,26233.0,21.0,21.0,"Apr 2, 2010",Leaves of Grass,9000000.0,70066.0,85527.0,both,15461.0
3413,VPD,2018.0,Padmaavat,tt5935704,164,7.0,26227.0,19.0,19.0,,,,,,left_only,11100000.0
3414,,2008.0,What Just Happened,tt0486674,104,5.6,26210.0,32.0,32.0,"Oct 17, 2008",What Just Happened,27000000.0,1090947.0,2412123.0,both,1321176.0
3415,,2001.0,Riding in Cars with Boys,tt0200027,132,6.5,26201.0,29.0,29.0,"Oct 19, 2001",Riding in Cars with Boys,47000000.0,29781453.0,29781453.0,both,0.0
3416,,2004.0,Win a Date with Tad Hamilton!,tt0335559,95,5.6,26196.0,29.0,29.0,"Jan 23, 2004",Win a Date with Tad Hamilton!,24000000.0,16980098.0,17589829.0,both,609731.0
3417,,2000.0,Loser,tt0217630,98,5.3,26186.0,26.0,26.0,"Jul 21, 2000",Loser,20000000.0,15464026.0,18250106.0,both,2786080.0
3418,,1994.0,Serial Mom,tt0111127,95,6.8,26169.0,31.0,31.0,"Apr 13, 1994",Serial Mom,13000000.0,7881335.0,7881335.0,both,0.0
3419,,2007.0,Taxi 4,tt0804540,91,5.6,26152.0,24.0,24.0,Unknown,Taxi 4,17500000.0,0.0,60865364.0,both,60865364.0
3420,,2006.0,Peaceful Warrior,tt0438315,120,7.3,26089.0,22.0,22.0,"Jun 2, 2006",Peaceful Warrior,10000000.0,2893666.0,3260179.0,both,366513.0
3423,Cleopatra,2016.0,A Street Cat Named Bob,tt3606888,103,7.3,26051.0,28.0,28.0,"Nov 4, 2016",A Street Cat Named Bob,8000000.0,82703.0,17382693.0,both,17299990.0
3425,,2006.0,Stick It,tt0430634,103,6.4,26026.0,23.0,23.0,"Apr 28, 2006",Stick It,20000000.0,26910736.0,30399714.0,both,3488978.0
3426,,1980.0,Somewhere in Time,tt0081534,103,7.2,26024.0,32.0,32.0,"Oct 3, 1980",Somewhere in Time,5100000.0,9709597.0,9709597.0,both,0.0
3427,FoxS,2016.0,A Bigger Splash,tt2056771,125,6.4,25992.0,28.0,28.0,,,,,,left_only,5500000.0
3428,,2007.0,Reno 911!: Miami,tt0499554,80,5.9,25990.0,17.0,17.0,"Feb 23, 2007",Reno 911!: Miami,10000000.0,20342161.0,21851362.0,both,1509201.0
3429,Rela.,2015.0,The Woman in Black 2: Angel of Death,tt2339741,98,4.8,25986.0,36.0,36.0,,,,,,left_only,22400000.0
3430,ORF,2014.0,The Nut Job,tt1821658,85,5.7,25971.0,43.0,43.0,"Jan 17, 2014",The Nut Job,30000000.0,64251538.0,122529966.0,both,58278428.0
3431,Wein.,2013.0,Mandela: Long Walk to Freedom,tt2304771,141,7.1,25969.0,33.0,33.0,"Nov 28, 2013",Mandela: Long Walk to Freedom,35000000.0,8323085.0,29890402.0,both,21567317.0
3433,,1999.0,Virus,tt0120458,99,5.0,25953.0,,,"Jan 15, 1999",Virus,75000000.0,14010690.0,30626690.0,both,16616000.0
3434,,1997.0,Waiting for Guffman,tt0118111,84,7.5,25952.0,,,"Jan 31, 1997",Waiting for Guffman,4000000.0,2922988.0,2922988.0,both,0.0
3436,,2003.0,Beyond Borders,tt0294357,127,6.5,25872.0,28.0,28.0,"Oct 24, 2003",Beyond Borders,60000000.0,4426297.0,11427090.0,both,7000793.0
3437,BV,2010.0,Secretariat,tt1028576,123,7.2,25858.0,23.0,23.0,"Oct 8, 2010",Secretariat,35000000.0,59699513.0,60376247.0,both,676734.0
3439,,1996.0,Freeway,tt0116361,102,6.8,25757.0,,,"Aug 23, 1996",Freeway,3000000.0,295493.0,295493.0,both,0.0
3440,SPC,2015.0,Testament of Youth,tt1441953,129,7.3,25698.0,27.0,27.0,"Jan 16, 2015",Testament of Youth,10000000.0,1822250.0,6646669.0,both,4824419.0
3441,SV,2014.0,Dragon Ball Z: Battle of Gods,tt2263944,85,7.2,25684.0,26.0,26.0,,,,,,left_only,47800000.0
3443,IFC,2012.0,Your Sister's Sister,tt1742336,90,6.7,25655.0,20.0,20.0,"Jun 15, 2012",Your Sister's Sister,120000.0,1597486.0,3090593.0,both,1493107.0
3444,,2005.0,Cry Wolf,tt0384286,90,5.8,25629.0,24.0,24.0,"Sep 16, 2005",Cry Wolf,1000000.0,10047674.0,15943081.0,both,5895407.0
3445,,2004.0,You Got Served,tt0365957,95,3.9,25625.0,20.0,20.0,"Jan 30, 2004",You Got Served,8000000.0,40066497.0,50811858.0,both,10745361.0
3446,,1997.0,Kundun,tt0119485,134,7.0,25583.0,,,"Dec 25, 1997",Kundun,28000000.0,5686694.0,5686694.0,both,0.0
3447,,2019.0,Eli,tt5294518,98,5.7,25552.0,18.0,18.0,"Oct 18, 2019",Eli,11000000.0,0.0,0.0,both,0.0
3448,,1993.0,Gettysburg,tt0107007,271,7.6,25513.0,21.0,21.0,"Oct 8, 1993",Gettysburg,25000000.0,10731997.0,10731997.0,both,0.0
3449,Par.,2014.0,Top Five,tt2784678,102,6.4,25433.0,21.0,21.0,"Dec 12, 2014",Top Five,12000000.0,25317379.0,26001741.0,both,684362.0
3450,,2018.0,The Strangers: Prey at Night,tt1285009,85,5.2,25428.0,40.0,40.0,"Mar 9, 2018",The Strangers: Prey at Night,5000000.0,24431472.0,32144262.0,both,7712790.0
3451,,1995.0,Cutthroat Island,tt0112760,124,5.7,25406.0,,,"Dec 22, 1995",Cutthroat Island,92000000.0,10017322.0,18517322.0,both,8500000.0
3452,,2012.0,Highway,tt2980794,133,7.7,25371.0,6.0,6.0,Unknown,Highway,2000000.0,0.0,0.0,both,0.0
3453,,1995.0,The Indian in the Cupboard,tt0113419,96,6.0,25370.0,,,"Jul 14, 1995",The Indian in the Cupboard,45000000.0,35627222.0,35627222.0,both,0.0
3454,,2006.0,See No Evil,tt0437179,84,5.1,25363.0,29.0,29.0,"May 19, 2006",See No Evil,8000000.0,15032800.0,18828036.0,both,3795236.0
3455,,2002.0,Hollywood Ending,tt0278823,112,6.6,25359.0,31.0,31.0,"May 3, 2002",Hollywood Ending,16000000.0,4839383.0,14839383.0,both,10000000.0
3456,,2000.0,The Watcher,tt0204626,97,5.3,25342.0,32.0,32.0,"Sep 8, 2000",The Watcher,33000000.0,28946615.0,47267829.0,both,18321214.0
3457,,2002.0,Rollerball,tt0246894,98,3.1,25314.0,22.0,22.0,"Feb 8, 2002",Rollerball,70000000.0,18990542.0,25852508.0,both,6861966.0
3458,FoxS,2014.0,Dom Hemingway,tt2402105,93,6.2,25309.0,19.0,19.0,"Nov 15, 2013",Dom Hemingway,7000000.0,523511.0,1857458.0,both,1333947.0
3459,,1989.0,Roger & Me,tt0098213,91,7.4,25306.0,,,"Dec 20, 1989",Roger & Me,140000.0,6706368.0,6706368.0,both,0.0
3460,,2003.0,A Mighty Wind,tt0310281,91,7.2,25277.0,20.0,20.0,"Apr 16, 2003",A Mighty Wind,6000000.0,17583468.0,18504539.0,both,921071.0
3461,,1989.0,UHF,tt0098546,97,7.0,25272.0,,,"Jul 21, 1989",UHF,5000000.0,6157157.0,6157157.0,both,0.0
3463,,2015.0,Max,tt3369806,111,6.7,25245.0,15.0,15.0,"Jun 25, 2015",Max,20000000.0,42656255.0,43658157.0,both,1001902.0
3464,,2000.0,But I'm a Cheerleader,tt0179116,85,6.6,25236.0,21.0,21.0,"Jul 7, 2000",But I'm a Cheerleader,1200000.0,2205627.0,2509344.0,both,303717.0
3465,,1992.0,Boomerang,tt0103859,117,5.5,25180.0,28.0,28.0,"Jul 1, 1992",Boomerang,42000000.0,70052444.0,131052444.0,both,61000000.0
3466,STX,2018.0,Gringo,tt3721964,111,6.1,25131.0,34.0,34.0,,,,,,left_only,6000000.0
3467,Fox,2011.0,Diary of a Wimpy Kid: Rodrick Rules,tt1650043,100,6.5,25100.0,36.0,36.0,"Mar 25, 2011",Diary of a Wimpy Kid: Rodrick Rules,18000000.0,52698535.0,73695194.0,both,20996659.0
3468,SPC,2015.0,The Lady in the Van,tt3722070,104,6.7,25093.0,26.0,26.0,"Nov 13, 2015",The Lady in the Van,6000000.0,10021175.0,42320503.0,both,32299328.0
3469,FoxS,2017.0,Table 19,tt1412528,87,5.8,25081.0,20.0,20.0,"Mar 3, 2017",Table 19,5000000.0,3614896.0,4620399.0,both,1005503.0
3470,,1999.0,"Mystery, Alaska",tt0134618,119,6.7,25061.0,,,"Oct 1, 1999","Mystery, Alaska",28000000.0,8891623.0,8891623.0,both,0.0
3471,SGem,2018.0,Slender Man,tt5690360,93,3.2,25042.0,29.0,29.0,"May 18, 2018",Slender Man,10000000.0,30564825.0,51945949.0,both,21381124.0
3472,,2002.0,Friday After Next,tt0293815,85,5.8,25022.0,20.0,20.0,"Nov 22, 2002",Friday After Next,10000000.0,33253609.0,33526835.0,both,273226.0
3473,,2004.0,The Assassination of Richard Nixon,tt0364961,95,7.0,24988.0,30.0,30.0,"Dec 29, 2004",The Assassination of Richard Nixon,4600000.0,708776.0,4880143.0,both,4171367.0
3474,Rela.,2010.0,The Warrior's Way,tt1032751,100,6.3,24975.0,25.0,25.0,"Dec 3, 2010",The Warrior's Way,42000000.0,5666340.0,8514325.0,both,2847985.0
3475,,1996.0,Marvin's Room,tt0116999,98,6.7,24920.0,,,"Dec 20, 1996",Marvin's Room,23000000.0,12803305.0,12803305.0,both,0.0
3476,Fox,2011.0,"Big Mommas: Like Father, Like Son",tt1464174,107,4.4,24909.0,33.0,33.0,"Feb 18, 2011","Big Mommas: Like Father, Like Son",32000000.0,37915414.0,82332450.0,both,44417036.0
3477,IFC,2010.0,Heartbreaker,tt1465487,105,6.7,24887.0,30.0,30.0,,,,,,left_only,46900000.0
3478,,2009.0,Bright Star,tt0810784,119,6.9,24869.0,24.0,24.0,"Sep 17, 2009",Bright Star,8500000.0,4444637.0,17220091.0,both,12775454.0
3480,LG/S,2018.0,Blindspotting,tt7242142,95,7.4,24744.0,18.0,18.0,,,,,,left_only,530000.0
3481,,2002.0,Snow Dogs,tt0281373,99,5.2,24727.0,30.0,30.0,"Jan 18, 2002",Snow Dogs,32000000.0,81150692.0,116898028.0,both,35747336.0
3482,,1998.0,Mr. Nice Guy,tt0117786,101,6.2,24721.0,,,"Mar 20, 1998",Mr. Nice Guy,6000000.0,12716953.0,31716953.0,both,19000000.0
3484,,1999.0,Baby Geniuses,tt0118665,97,2.6,24695.0,,,"Mar 12, 1999",Baby Geniuses,13000000.0,27151490.0,27151490.0,both,0.0
3485,,2003.0,From Justin to Kelly,tt0339034,81,2.1,24648.0,17.0,17.0,"Jun 20, 2003",From Justin to Kelly,12000000.0,4922166.0,4922166.0,both,0.0
